source_row_id,dialect,original_text,normalized_text,reason
6655,MSA,على بنتها وزوجة,علي بنتها وزوجه,too_short
6659,DIAL_LEV,ليه من مات ؟ ؟,ليه من مات,too_short
6662,MSA,الحارسات موجودات في الجامعه,الحارسات موجودات في الجامعه,too_short
6668,MSA,سامي الجابر لاعب,سامي الجابر لاعب,too_short
6675,MSA,وليموت الحاقدون,وليموت الحاقدون,too_short
6677,DIAL_GLF,اخ,اخ,too_short
6680,MSA,11 هتزيز 9 . 80,11 هتزيز 9 80,too_short
6681,MSA,مجتمع يتفشى فيه الجهل . .,مجتمع يتفشي فيه الجهل,too_short
6682,MSA,- ان يزور,ان يزور,too_short
6686,DIAL_EGY,تلاقى رجال الحكومه الاكابر .,تلاقي رجال الحكومه الاكابر,too_short
6689,DIAL_EGY,تخليه ما يفكر غير في الولد مهما باع ثلاث,تخليه ما يفكر غير في الولد مهما باع ثلاث,exact_duplicate
6691,MSA,باجنيد . .,باجنيد,too_short
6692,MSA,باجنيد . .,باجنيد,too_short
6693,DIAL_EGY,والكلمتين دول تحيه ليك . .,والكلمتين دول تحيه ليك,too_short
6706,DIAL_GLF,بس الحق,بس الحق,too_short
6709,MSA,رسموا الدمعه فى,رسموا الدمعه في,too_short
6710,DIAL_LEV,والمزارع الاردني هو اللي,والمزارع الاردني هو اللي,too_short
6711,MSA,اللهم استر عوراتنا وعورات,اللهم استر عوراتنا وعورات,too_short
6714,DIAL_GLF,والله خوش,والله خوش,too_short
6715,MSA,ابارك لسيد البلاد,ابارك لسيد البلاد,too_short
6716,DIAL_LEV,الله,الله,too_short
6717,MSA,الاخ العزيز مغبر الطاسات . .,الاخ العزيز مغبر الطاسات,too_short
6724,MSA,الا في اسعار,الا في اسعار,too_short
6725,DIAL_LEV,وهيك بريحونا وبتريحو,وهيك بريحونا وبتريحو,too_short
6732,MSA,قد تختلف,قد تختلف,too_short
6742,DIAL_GLF,الله يوفق اللي,الله يوفق اللي,too_short
6744,MSA,ارحل,ارحل,too_short
6750,DIAL_GLF,الله يوفقك دنيا وآخرة,الله يوفقك دنيا واخره,too_short
6757,DIAL_GLF,الله,الله,too_short
6760,DIAL_GLF,يعني في توفير وفيها,يعني في توفير وفيها,too_short
6764,DIAL_GLF,الله,الله,too_short
6765,MSA,صادقه .,صادقه,too_short
6768,DIAL_EGY,يااخى دى رياضة مش,يااخي دي رياضه مش,too_short
6769,MSA,بالتوفيق للهلالين نادي,بالتوفيق للهلالين نادي,too_short
6770,MSA,يا رب انصر,يا رب انصر,too_short
6778,MSA,اهل العقول,اهل العقول,too_short
6779,MSA,أم,ام,too_short
6784,MSA,( 1 ) الرئيس,1 الرييس,too_short
6786,MSA,المناسبه كاس الابطال,المناسبه كاس الابطال,too_short
6795,MSA,لا إله إلا الله وحده لا شريك له ، له الملك ، وله,لا اله الا الله وحده لا شريك له له الملك وله,exact_duplicate
6798,MSA,موضوع,موضوع,too_short
6801,MSA,لن اذهب الى,لن اذهب الي,too_short
6816,DIAL_EGY,ويسامحكوا على الكلام في,ويسامحكوا علي الكلام في,too_short
6818,MSA,العاطفة – الثقة – الميل – الارتياح,العاطفه الثقه الميل الارتياح,too_short
6820,MSA,,,empty_after_normalization
6823,MSA,الله يوفق,الله يوفق,too_short
6829,DIAL_LEV,بدنا جواب من,بدنا جواب من,too_short
6830,MSA,الطبيبه للامرضى عسى الله,الطبيبه للامرضي عسي الله,too_short
6831,DIAL_GLF,تستاهل يا,تستاهل يا,too_short
6838,MSA,والله ازعجتونا,والله ازعجتونا,too_short
6842,MSA,أمثال صلاح,امثال صلاح,too_short
6844,MSA,قال فيها بلا ياخي,قال فيها بلا ياخي,too_short
6846,MSA,وحداتييه الى النسر الزعيم -,وحداتييه الي النسر الزعيم,too_short
6848,MSA,كلنا فداء فلسطين,كلنا فداء فلسطين,too_short
6850,MSA,سبحان الله,سبحان الله,too_short
6854,MSA,وللحديث بقية بعون الله,وللحديث بقيه بعون الله,too_short
6856,DIAL_GLF,,,empty_after_normalization
6858,DIAL_GLF,كلن شقيان,كلن شقيان,too_short
6862,DIAL_LEV,الوحدات عمنا وحارق,الوحدات عمنا وحارق,too_short
6867,DIAL_EGY,حارمانى ليه,حارماني ليه,too_short
6869,MSA,وعاشت,وعاشت,too_short
6874,MSA,"3 - الرئيس قرر تكريمه لنفس الأسباب التي كرم بها محمد ابراهيم سليمان , و هي الأسباب التي لا تزال سرا لا يعرفها أحد إلى الآن",3 الرييس قرر تكريمه لنفس الاسباب التي كرم بها محمد ابراهيم سليمان و هي الاسباب التي لا تزال سرا لا يعرفها احد الي الان,exact_duplicate
6875,MSA,"3 - الرئيس قرر تكريمه لنفس الأسباب التي كرم بها محمد ابراهيم سليمان , و هي الأسباب التي لا تزال سرا لا يعرفها أحد إلى الآن",3 الرييس قرر تكريمه لنفس الاسباب التي كرم بها محمد ابراهيم سليمان و هي الاسباب التي لا تزال سرا لا يعرفها احد الي الان,exact_duplicate
6876,MSA,وشكرا للغد محررين وقراء,وشكرا للغد محررين وقراء,too_short
6882,MSA,ومحمد نور قائد الفريق,ومحمد نور قايد الفريق,too_short
6884,MSA,وتحياتي لكل هلالي,وتحياتي لكل هلالي,too_short
6888,MSA,الفلسطينيون يحيون ذكرى ( نكبتهم,الفلسطينيون يحيون ذكري نكبتهم,too_short
6890,MSA,,,empty_after_normalization
6891,MSA,,,empty_after_normalization
6896,DIAL_EGY,ينباع الايباد في,ينباع الايباد في,too_short
6899,MSA,فتجارهم ليسوا مصابين,فتجارهم ليسوا مصابين,too_short
6900,MSA,أسبح فى دنيا,اسبح في دنيا,too_short
6901,DIAL_LEV,الشعب بصرف على,الشعب بصرف علي,too_short
6905,DIAL_EGY,انتا اهبل وله ايه,انتا اهبل وله ايه,too_short
6908,MSA,في لجنة,في لجنه,too_short
6910,DIAL_EGY,وإيه يعني,وايه يعني,too_short
6922,DIAL_GLF,وإذا جربت غير تعرف,واذا جربت غير تعرف,too_short
6924,MSA,كلهن واحد مابينهن,كلهن واحد مابينهن,too_short
6925,DIAL_EGY,موقف كويس من اهالي,موقف كويس من اهالي,too_short
6928,MSA,احد بالدنيا يحتفل بخياروطماط ؟,احد بالدنيا يحتفل بخياروطماط,too_short
6930,DIAL_EGY,ولا يمكن ديه كدبة,ولا يمكن ديه كدبه,too_short
6933,MSA,وبعد ان يتغير,وبعد ان يتغير,too_short
6941,DIAL_GLF,ابو ظبى من بدت وهى جامعه متعصبين انديه وشتم,ابو ظبي من بدت وهي جامعه متعصبين انديه وشتم,exact_duplicate
6949,MSA,الهلال سيظل زعيماً,الهلال سيظل زعيما,too_short
6954,MSA,وشكرا لجريده,وشكرا لجريده,too_short
6960,MSA,( 8 - 0 ) للمارد,8 0 للمارد,too_short
6963,DIAL_LEV,اوف شو,اوف شو,too_short
6968,MSA,اسألوها مالها زيارة للسعودية ؟,اسالوها مالها زياره للسعوديه,too_short
6971,DIAL_GLF,كلنا,كلنا,too_short
6972,MSA,سعودي اوجية,سعودي اوجيه,too_short
6978,MSA,او كذب عليهم ؟ ؟,او كذب عليهم,too_short
6982,DIAL_LEV,على شط خانيونس قبل,علي شط خانيونس قبل,too_short
6984,MSA,مالفكرة والهدف من تواجدها,مالفكره والهدف من تواجدها,too_short
6987,MSA,هنا عندما أكتب لكِ . .,هنا عندما اكتب لك,too_short
6992,DIAL_LEV,يا رب يفوزوا بكاس,يا رب يفوزوا بكاس,too_short
6993,DIAL_EGY,وكل خنفوس عند امه,وكل خنفوس عند امه,too_short
7000,MSA,الحل سهل لكنه صعب .,الحل سهل لكنه صعب,too_short
7001,MSA,الحل سهل لكنه صعب .,الحل سهل لكنه صعب,too_short
7007,MSA,يستاهل حبيب,يستاهل حبيب,too_short
7011,MSA,اللهم انفعنا بما,اللهم انفعنا بما,too_short
7012,MSA,بالتوفيق للزعيم,بالتوفيق للزعيم,too_short
7021,MSA,وارنا الباطل باطلا وارزقنا,وارنا الباطل باطلا وارزقنا,too_short
7024,MSA,بالتوفيق لبطل الاردن الزعيم,بالتوفيق لبطل الاردن الزعيم,too_short
7025,MSA,ولنشجع السياحه,ولنشجع السياحه,too_short
7026,DIAL_EGY,دورى,دوري,too_short
7027,MSA,ولأنتر لم يقدم شيء .,ولانتر لم يقدم شيء,too_short
7030,DIAL_LEV,يا جبل ما يهزك,يا جبل ما يهزك,too_short
7034,MSA,الف مبروك لجميع الفائزين . .,الف مبروك لجميع الفايزين,too_short
7040,DIAL_EGY,خد اللي معك,خد اللي معك,too_short
7043,DIAL_LEV,او تجيله هجره,او تجيله هجره,too_short
7047,MSA,اخوكم اسير,اخوكم اسير,too_short
7053,MSA,لما نكون حكومه .,لما نكون حكومه,too_short
7054,DIAL_EGY,دى بقت حاجة ملفتة,دي بقت حاجه ملفته,too_short
7059,DIAL_GLF,ماهوب فى بنك التجاره,ماهوب في بنك التجاره,too_short
7063,MSA,مبارك الابطال الفهد,مبارك الابطال الفهد,too_short
7064,MSA,أحبكم و الله يا,احبكم و الله يا,too_short
7066,DIAL_GLF,اللي كاثره,اللي كاثره,too_short
7068,DIAL_GLF,الزوجه مبسوطه وراضيه,الزوجه مبسوطه وراضيه,too_short
7078,DIAL_GLF,او اطلق الوظيفه وامسك,او اطلق الوظيفه وامسك,too_short
7080,MSA,في الإنضباط و المستوى,في الانضباط و المستوي,too_short
7085,MSA,باب الغضب الجماهيري كما,باب الغضب الجماهيري كما,too_short
7089,MSA,جرجس,جرجس,too_short
7100,MSA,يا ربآه عليك يا,يا رباه عليك يا,too_short
7106,MSA,وهذا رابط,وهذا رابط,too_short
7108,MSA,قال الرسول صلىالله عليه,قال الرسول صليالله عليه,too_short
7111,MSA,بالتوفيق لزعيم,بالتوفيق لزعيم,too_short
7114,MSA,والمهم كلنا اخوان وحداتييه,والمهم كلنا اخوان وحداتييه,too_short
7118,DIAL_LEV,شو بدي اعلق,شو بدي اعلق,too_short
7124,MSA,دائما كبير ياكبير . .,دايما كبير ياكبير,too_short
7125,DIAL_GLF,كنه,كنه,too_short
7130,MSA,يوحنا 5 -,يوحنا 5,too_short
7133,MSA,"السلام عليكم ,",السلام عليكم,too_short
7145,MSA,قول وفعل,قول وفعل,too_short
7150,DIAL_LEV,ألف الحمد لله على,الف الحمد لله علي,too_short
7152,MSA,مبروك للحسين هذا الفريق,مبروك للحسين هذا الفريق,too_short
7155,MSA,انا غسلت يدي,انا غسلت يدي,too_short
7161,MSA,هم الذين استبشروا واملوا,هم الذين استبشروا واملوا,too_short
7166,MSA,غدا يوم العرس يا,غدا يوم العرس يا,too_short
7168,MSA,وهأنا حرة,وهانا حره,too_short
7169,MSA,,,empty_after_normalization
7179,DIAL_GLF,الحمدا لله,الحمدا لله,too_short
7183,MSA,فطور ، ، ، وغداء ، ، ،,فطور وغداء,too_short
7185,DIAL_LEV,شو عليه,شو عليه,too_short
7189,DIAL_LEV,الله لا,الله لا,too_short
7192,MSA,أم الناسوت المتحد باللاهوت,ام الناسوت المتحد باللاهوت,too_short
7194,MSA,انا حر ان,انا حر ان,too_short
7195,DIAL_GLF,ه يابطني قسم تقول,ه يابطني قسم تقول,too_short
7199,MSA,تفضل يا,تفضل يا,too_short
7203,DIAL_GLF,والمسلسل ابو ريالين ياكثرها,والمسلسل ابو ريالين ياكثرها,too_short
7216,DIAL_GLF,حلوه . .,حلوه,too_short
7225,DIAL_LEV,الوحدات قادم المارد الاخضر,الوحدات قادم المارد الاخضر,too_short
7235,DIAL_LEV,قرف شو,قرف شو,too_short
7238,MSA,لإزاحة من إستغلوا أوضاعك,لازاحه من استغلوا اوضاعك,too_short
7239,MSA,الله يعطيهم مليون عافيه . .,الله يعطيهم مليون عافيه,too_short
7242,DIAL_EGY,اللي هيلتزم اهلا,اللي هيلتزم اهلا,too_short
7244,MSA,َ من كل,من كل,too_short
7248,DIAL_GLF,ياسايقين ترا زاد,ياسايقين ترا زاد,too_short
7249,DIAL_EGY,وسهمك نزل جامد,وسهمك نزل جامد,too_short
7251,DIAL_GLF,هو عندنا منتخب أصلاً,هو عندنا منتخب اصلا,too_short
7252,MSA,4 ) شباب الأردن,4 شباب الاردن,too_short
7256,MSA,ارحمنا من ابراهيم,ارحمنا من ابراهيم,too_short
7257,DIAL_EGY,بيضحكو على غسل,بيضحكو علي غسل,too_short
7258,MSA,ونشترى,ونشتري,too_short
7259,DIAL_EGY,لما نص الشعب,لما نص الشعب,too_short
7260,MSA,قلوينا معاك,قلوينا معاك,too_short
7261,MSA,بصراحه موضوعك في,بصراحه موضوعك في,too_short
7264,MSA,في جده,في جده,too_short
7267,MSA,في انتظار تعليق نيفين,في انتظار تعليق نيفين,too_short
7271,DIAL_GLF,وعساكم عالقوه,وعساكم عالقوه,too_short
7273,MSA,لاشيء يبدو في السَّمَاءِ,لاشيء يبدو في السماء,too_short
7275,MSA,لا يا امركيا و لا يا,لا يا امركيا و لا يا,exact_duplicate
7278,MSA,صحيح,صحيح,too_short
7280,DIAL_GLF,والله من المرجله في,والله من المرجله في,too_short
7283,MSA,انا لله وانا اليه راجعون,انا لله وانا اليه راجعون,exact_duplicate
7284,MSA,ولو طوق بالذهب . .,ولو طوق بالذهب,too_short
7289,MSA,يا ايها المصريون,يا ايها المصريون,too_short
7290,MSA,يا ايها المصريون,يا ايها المصريون,too_short
7294,DIAL_EGY,ودلوقتي بقت,ودلوقتي بقت,too_short
7295,DIAL_EGY,ودلوقتي بقت,ودلوقتي بقت,too_short
7298,MSA,الغضب الساطع,الغضب الساطع,too_short
7299,MSA,الغضب الساطع,الغضب الساطع,too_short
7301,MSA,و إن أخوال أحمد عز هم الذين رتبوا صفقة شركة ( إنيلي ) التي كان الرئيس الروماني قد اشترى أسهمها ، ثم قام عز بعد ذلك بالحصول على قرض قيمته مليار و 600 ألف جنيه ساهمت في شراء شركة الدخيلة من خلال صفقة مريبة ، على حد قوله,و ان اخوال احمد عز هم الذين رتبوا صفقه شركه انيلي التي كان الرييس الروماني قد اشتري اسهمها ثم قام عز بعد ذلك بالحصول علي قرض قيمته مليار و 600 الف جنيه ساهمت في شراء شركه الدخيله من خلال صفقه مريبه علي حد قوله,exact_duplicate
7305,MSA,الدنيا,الدنيا,too_short
7308,MSA,فا عتبرةا ياولى,فا عتبرها ياولي,too_short
7312,DIAL_EGY,عليه العوض ومنه,عليه العوض ومنه,too_short
7313,MSA,والباقى ستجدونه على عدة,والباقي ستجدونه علي عده,too_short
7314,MSA,والباقى ستجدونه على عدة,والباقي ستجدونه علي عده,too_short
7315,MSA,والباقى ستجدونه على عدة,والباقي ستجدونه علي عده,too_short
7316,MSA,والباقى ستجدونه على عدة,والباقي ستجدونه علي عده,too_short
7317,MSA,لك من اسمك,لك من اسمك,too_short
7318,MSA,لك من اسمك,لك من اسمك,too_short
7322,MSA,فصيح اللسان اسود القلب ابو,فصيح اللسان اسود القلب ابو,exact_duplicate
7324,DIAL_GLF,وهذاهم 4,وهذاهم 4,too_short
7329,MSA,ياأستاذ /,يااستاذ,too_short
7330,MSA,بدون,بدون,too_short
7333,MSA,عندنا سينما ،,عندنا سينما,too_short
7336,MSA,من شهر,من شهر,too_short
7337,MSA,في كل يوم تتفح,في كل يوم تتفح,too_short
7346,MSA,مثل البلاد الأجنبية . .,مثل البلاد الاجنبيه,too_short
7348,MSA,قصة عشق ماعاشتها بنت,قصه عشق ماعاشتها بنت,too_short
7353,MSA,احبك يا,احبك يا,too_short
7354,MSA,وحظا اوفر,وحظا اوفر,too_short
7357,MSA,يدخل يقرا و,يدخل يقرا و,too_short
7358,MSA,لك الله يا,لك الله يا,too_short
7359,MSA,بعد انتهاء التعداد,بعد انتهاء التعداد,too_short
7360,MSA,بعد انتهاء التعداد,بعد انتهاء التعداد,too_short
7361,MSA,لجنة الانضباط تريد لجنة,لجنه الانضباط تريد لجنه,too_short
7365,DIAL_LEV,وسلم سلامات الكاس,وسلم سلامات الكاس,too_short
7369,MSA,لاحول لاقو 5,لاحول لاقو 5,too_short
7371,MSA,وتطلب التواصل معهم,وتطلب التواصل معهم,too_short
7372,MSA,الله الواحد الاحد لن,الله الواحد الاحد لن,too_short
7377,MSA,ابو,ابو,too_short
7380,DIAL_EGY,اننا نستورد كمان دم,اننا نستورد كمان دم,too_short
7381,DIAL_GLF,يا ساتر .,يا ساتر,too_short
7386,DIAL_GLF,والله الشباب يخافو,والله الشباب يخافو,too_short
7392,DIAL_EGY,ربنا يستر الماتش اللي جاي مع المقاولون في بورسعيد لو التحكيم كان بالشكل ده البلد هتولع في,ربنا يستر الماتش اللي جاي مع المقاولون في بورسعيد لو التحكيم كان بالشكل ده البلد هتولع في,exact_duplicate
7393,MSA,فال الله ولا,فال الله ولا,too_short
7396,DIAL_GLF,ودى أعود للحياة,ودي اعود للحياه,too_short
7397,MSA,وأبعث تحية ل غازي,وابعث تحيه ل غازي,too_short
7398,MSA,قال الرسول محمد ( ص,قال الرسول محمد ص,too_short
7405,MSA,البرادعى اختار الصلاة في مسجد الحسين ليرضى الشيعة,البرادعي اختار الصلاه في مسجد الحسين ليرضي الشيعه,exact_duplicate
7406,MSA,البرادعى اختار الصلاة في مسجد الحسين ليرضى الشيعة,البرادعي اختار الصلاه في مسجد الحسين ليرضي الشيعه,exact_duplicate
7407,DIAL_GLF,وتبي المحلات فاتحة وقت,وتبي المحلات فاتحه وقت,too_short
7408,MSA,مساكين,مساكين,too_short
7410,MSA,حسبي الله عليهم .,حسبي الله عليهم,too_short
7411,MSA,حسبي الله عليهم .,حسبي الله عليهم,too_short
7419,MSA,وإلاهو لها يطلع,والاهو لها يطلع,too_short
7423,MSA,المشبعة بالحب والتفاؤل !,المشبعه بالحب والتفاول,too_short
7425,MSA,تعهَدَهُ بالروحِ كنزاً,تعهده بالروح كنزا,too_short
7426,DIAL_LEV,تاج راسك العالم,تاج راسك العالم,too_short
7428,DIAL_GLF,حلو,حلو,too_short
7434,DIAL_LEV,سلم سلامات الستلايت كسر,سلم سلامات الستلايت كسر,too_short
7435,MSA,و اسمحي لي .,و اسمحي لي,too_short
7445,DIAL_GLF,ما,ما,too_short
7446,MSA,,,empty_after_normalization
7447,MSA,هل من مجيب,هل من مجيب,too_short
7450,DIAL_GLF,ماني فاهم حاجة . .,ماني فاهم حاجه,too_short
7456,MSA,الى الامام ياهلال,الي الامام ياهلال,too_short
7461,DIAL_LEV,والله,والله,too_short
7478,MSA,اللهم أعز الأسلام والمسلمين,اللهم اعز الاسلام والمسلمين,too_short
7479,MSA,س /,س,too_short
7480,MSA,س /,س,too_short
7486,MSA,الراجحي او,الراجحي او,too_short
7487,MSA,ماشاء الله,ماشاء الله,too_short
7492,MSA,تركيب الغاز - صيانه,تركيب الغاز صيانه,too_short
7495,DIAL_GLF,الله يكون بالعون,الله يكون بالعون,too_short
7497,MSA,يالتوفيق لأنديتنا,يالتوفيق لانديتنا,too_short
7503,MSA,الله اكبر بس الله,الله اكبر بس الله,too_short
7504,DIAL_LEV,يا صلاة,يا صلاه,too_short
7506,DIAL_EGY,انا بشعر بالعادة يا غادة لما يصهلل ويهز,انا بشعر بالعاده يا غاده لما يصهلل ويهز,exact_duplicate
7507,MSA,وبكت أمة علية بعد,وبكت امه عليه بعد,too_short
7513,MSA,الله يرحمنا برحمته . .,الله يرحمنا برحمته,too_short
7515,DIAL_EGY,وحمدا ع,وحمدا ع,too_short
7516,MSA,استغفر الله واتوب,استغفر الله واتوب,too_short
7518,MSA,فرقاها,فرقاها,too_short
7526,MSA,من الزعيم ؟ ؟ ؟ . .,من الزعيم,too_short
7531,MSA,بعد استبعاد أتنين من أحسن لاعبي الزمالك من,بعد استبعاد اتنين من احسن لاعبي الزمالك من,exact_duplicate
7532,MSA,( صالح جودت,صالح جودت,too_short
7537,MSA,انتاج وزارة التربية,انتاج وزاره التربيه,too_short
7538,DIAL_GLF,كفووهم,كفووهم,too_short
7543,MSA,استغفرو الله,استغفرو الله,too_short
7549,MSA,الواسطه,الواسطه,too_short
7550,MSA,حسبى الله ونعم والوكيل . .,حسبي الله ونعم والوكيل,too_short
7555,MSA,في لحظة,في لحظه,too_short
7561,DIAL_GLF,مسكوا عنزكم تيسنا,مسكوا عنزكم تيسنا,too_short
7570,MSA,الله يرسل لهم,الله يرسل لهم,too_short
7575,DIAL_EGY,هوه ده,هوه ده,too_short
7578,DIAL_GLF,وانتي على الاقل لقيتي,وانتي علي الاقل لقيتي,too_short
7585,MSA,والبضائع,والبضايع,too_short
7586,MSA,وهذا ما أكرره,وهذا ما اكرره,too_short
7594,MSA,مغلوب على امرها,مغلوب علي امرها,too_short
7597,DIAL_GLF,والله مو صآحين . .,والله مو صاحين,too_short
7600,MSA,القاتل يقتل ولو بعد,القاتل يقتل ولو بعد,too_short
7601,MSA,أول أنظروا لمركزكم البدائي,اول انظروا لمركزكم البدايي,too_short
7605,DIAL_EGY,مورينيو حبيب,مورينيو حبيب,too_short
7606,MSA,ونتمني لهم المزيد من,ونتمني لهم المزيد من,too_short
7607,MSA,15,15,too_short
7608,MSA,ص : لسمو سيدي وزير,ص لسمو سيدي وزير,too_short
7611,MSA,تاتى مرة فى محاربت,تاتي مره في محاربت,too_short
7616,MSA,اما بلد,اما بلد,too_short
7617,MSA,سلام عليك دخلت,سلام عليك دخلت,too_short
7618,MSA,المارد الاخضر ملك,المارد الاخضر ملك,too_short
7622,DIAL_GLF,اوو مرة,اوو مره,too_short
7626,DIAL_GLF,لافض,لافض,too_short
7628,MSA,ونتاهل لدور,ونتاهل لدور,too_short
7635,MSA,يصرخ ابنائك الله,يصرخ ابنايك الله,too_short
7640,DIAL_GLF,مادريوا ان الثلاثة للزعيم . .,مادريوا ان الثلاثه للزعيم,too_short
7642,MSA,امين يارب,امين يارب,too_short
7643,MSA,امين يارب,امين يارب,too_short
7644,MSA,الدراسة,الدراسه,too_short
7645,DIAL_LEV,لازم يحبسوا مؤبدمو عشر,لازم يحبسوا موبدمو عشر,too_short
7646,MSA,ويبلغه بالعثور على,ويبلغه بالعثور علي,too_short
7647,DIAL_LEV,بعد ما شفت جمال,بعد ما شفت جمال,too_short
7652,MSA,عآله عليهم,عاله عليهم,too_short
7656,MSA,تعازينا لذوي المتوفى,تعازينا لذوي المتوفي,too_short
7659,DIAL_EGY,متشكر على,متشكر علي,too_short
7660,MSA,اعتماداً على لقطات,اعتمادا علي لقطات,too_short
7663,DIAL_EGY,هو أى خناقة بين أى حد في أى مكان نعملها خبر ؟ ! !,هو اي خناقه بين اي حد في اي مكان نعملها خبر,exact_duplicate
7664,DIAL_EGY,يا جماعه خلينا واسع,يا جماعه خلينا واسع,too_short
7666,MSA,وشبابا وسلاما عليها فى,وشبابا وسلاما عليها في,too_short
7667,MSA,,,empty_after_normalization
7670,DIAL_GLF,الله يرحمه يومه,الله يرحمه يومه,too_short
7671,DIAL_GLF,نضب الزيت ومصبباحى,نضب الزيت ومصبباحي,too_short
7678,MSA,نداء الى عقلاء الاخوان,نداء الي عقلاء الاخوان,too_short
7679,MSA,نداء الى عقلاء الاخوان,نداء الي عقلاء الاخوان,too_short
7681,DIAL_LEV,,,empty_after_normalization
7682,DIAL_LEV,,,empty_after_normalization
7684,MSA,لنادي القرن,لنادي القرن,too_short
7685,DIAL_EGY,احنا العبيد اللي ورثهم ؟,احنا العبيد اللي ورثهم,too_short
7687,MSA,والله أبشع,والله ابشع,too_short
7688,MSA,هل يحق لى الاعتراض,هل يحق لي الاعتراض,too_short
7698,DIAL_GLF,وباركوا للوصلاويه تراهم اخذوا,وباركوا للوصلاويه تراهم اخذوا,too_short
7701,MSA,ماهي اسباب,ماهي اسباب,too_short
7703,MSA,تامر عبد الوهاب,تامر عبد الوهاب,too_short
7707,MSA,كلام منطقي,كلام منطقي,too_short
7709,MSA,وبارك الله في الفريق,وبارك الله في الفريق,too_short
7712,DIAL_GLF,وصباحكم سكر,وصباحكم سكر,too_short
7719,DIAL_GLF,كان من,كان من,too_short
7720,MSA,عسكري !,عسكري,too_short
7721,MSA,الله يجزاك,الله يجزاك,too_short
7722,MSA,عزيزي يحي .,عزيزي يحي,too_short
7723,MSA,عزيزي يحي .,عزيزي يحي,too_short
7724,MSA,عزيزي يحي .,عزيزي يحي,too_short
7725,DIAL_GLF,يستاهل ابو,يستاهل ابو,too_short
7739,DIAL_GLF,موبايلي يعاملونك,موبايلي يعاملونك,too_short
7742,DIAL_GLF,صدورها للريح,صدورها للريح,too_short
7743,MSA,اخر,اخر,too_short
7746,MSA,من الاخرين على انفسهن,من الاخرين علي انفسهن,too_short
7748,MSA,شوكولاتة ونساءلن اعلق على,شوكولاته ونساءلن اعلق علي,too_short
7749,MSA,سلام على ايامه,سلام علي ايامه,too_short
7756,MSA,البطالة ثم البطالة ثم,البطاله ثم البطاله ثم,too_short
7759,MSA,وكل سحبة سيارة وانتم,وكل سحبه سياره وانتم,too_short
7760,MSA,حسبنا الله,حسبنا الله,too_short
7761,MSA,حسبنا الله,حسبنا الله,too_short
7762,MSA,وليس هناك شي,وليس هناك شي,too_short
7763,MSA,عدم الخبره والدرايه,عدم الخبره والدرايه,too_short
7767,DIAL_GLF,خلهم لايفتحون ابركه من,خلهم لايفتحون ابركه من,too_short
7769,MSA,لازم تدخل الولايات المتحدة,لازم تدخل الولايات المتحده,too_short
7785,DIAL_EGY,اخليك تهاجر اليوم على,اخليك تهاجر اليوم علي,too_short
7786,MSA,أكيد أكيد,اكيد اكيد,too_short
7789,DIAL_GLF,"حلوه "" علمت "" دنيا الرياضه .",حلوه علمت دنيا الرياضه,too_short
7792,DIAL_GLF,العرق دساس العرق,العرق دساس العرق,too_short
7794,MSA,مهما,مهما,too_short
7803,MSA,ارحموا من في الارض يرحمكم من في,ارحموا من في الارض يرحمكم من في,exact_duplicate
7804,MSA,وسوسن,وسوسن,too_short
7805,DIAL_EGY,انور طريقوا بشمعة بخمس,انور طريقوا بشمعه بخمس,too_short
7806,DIAL_EGY,انور طريقوا بشمعة بخمس,انور طريقوا بشمعه بخمس,too_short
7807,MSA,أسعد بتوضيح,اسعد بتوضيح,too_short
7808,MSA,يا أخي الصيانة على,يا اخي الصيانه علي,too_short
7811,MSA,بالارقام الفيصلي هو,بالارقام الفيصلي هو,too_short
7814,MSA,شكرا,شكرا,too_short
7815,MSA,من أجلك انت . . . ! !,من اجلك انت,too_short
7825,MSA,أصدقاء كانوا,اصدقاء كانوا,too_short
7833,MSA,مبروك للسلهام وبالتوفيق,مبروك للسلهام وبالتوفيق,too_short
7835,DIAL_GLF,,,empty_after_normalization
7842,DIAL_GLF,جبها,جبها,too_short
7846,MSA,المراة,المراه,too_short
7848,DIAL_GLF,والبنوته الي بتتصور زي,والبنوته الي بتتصور زي,too_short
7849,MSA,حلوة النكتة يا,حلوه النكته يا,too_short
7854,DIAL_GLF,الظروف خدمت الإنتر,الظروف خدمت الانتر,too_short
7857,DIAL_GLF,الله يحيينا حياة,الله يحيينا حياه,too_short
7864,MSA,حسبي الله عليهم ونعم الوكيل .,حسبي الله عليهم ونعم الوكيل,exact_duplicate
7867,MSA,والدعوه بالحكمه و الموعضه,والدعوه بالحكمه و الموعضه,too_short
7887,DIAL_GLF,الى متى وحنا,الي متي وحنا,too_short
7889,DIAL_GLF,السهلاوي من يطوولة ؟,السهلاوي من يطووله,too_short
7890,MSA,وياليت يكون الاهتمام,وياليت يكون الاهتمام,too_short
7892,MSA,اي,اي,too_short
7894,DIAL_GLF,ونعم بااسرتي الخيال,ونعم بااسرتي الخيال,too_short
7899,DIAL_LEV,الحق عالاهالي . . . يخافو,الحق عالاهالي يخافو,too_short
7902,MSA,يُعتبر كلام المحلليين السياسين,يعتبر كلام المحلليين السياسين,too_short
7904,DIAL_LEV,* السرعه : - شريان تاجي,السرعه شريان تاجي,too_short
