id,original_text,masked_text,mask_spans_json
test_000176,بيقلك 4 سنين اندعس بتقللي تهور ؟ ؟,بيقلك [NUM_1] سنين اندعس بتقللي تهور ؟ ؟,"[{""start"": 6, ""end"": 7, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""4"", ""mask_type"": ""NUM""}]"
test_000178,بعتونا وبعتوا البلد للسفهاء وعديمى الضمير منكم لربنا فهو الوحيد الذى يستطيع تحريرنا من عبودية عبيد المال عملاء الشيطان ولاد العفاريت ويا خسارة مصر التى مرت عليها حضارات وحطمت الاساطير استطاع حفنة من الخونة ان يقضوا عليها واصبحت مصر فى خبر كان,بعتونا وبعتوا البلد للسفهاء وعديمى الضمير منكم لربنا فهو الوحيد الذى يستطيع تحريرنا من عبودية عبيد المال عملاء الشيطان ولاد العفاريت ويا خسارة [LOC_1] التى مرت عليها حضارات وحطمت الاساطير استطاع حفنة من الخونة ان يقضوا عليها واصبحت [LOC_1] فى خبر كان,"[{""start"": 143, ""end"": 146, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}, {""start"": 228, ""end"": 231, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000182,لقد طعن علاء صادق الوطنيه المصريه فى الظهر عندا اختار اكثر الاماكن عدائيه للفراعنه ليقول رايه مما يدل على سوء,لقد طعن [PERSON_1] الوطنيه [LOC_1] فى الظهر عندا اختار اكثر الاماكن عدائيه للفراعنه ليقول رايه مما يدل على سوء,"[{""start"": 8, ""end"": 17, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""علاء صادق"", ""mask_type"": ""PERSON""}, {""start"": 26, ""end"": 33, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""المصريه"", ""mask_type"": ""LOC""}]"
test_000183,"فلقد كانت تعرف منذ زمن طويل ان تركيا سيكون لها دور في المنطقة وعرفت بحسها الفني البطولي ان رجب اردوغان سيكون بطلاً قادماً لذلك غنت له قبل حتى ان نعرفه نحن حينما غنت "" رجب . . حش صاحبك عني "" ! ! ولكن السؤال الذي يطرح نفسه . . من هو صاحب رجب ؟ ! !","فلقد كانت تعرف منذ زمن طويل ان [LOC_1] سيكون لها دور في المنطقة وعرفت بحسها الفني البطولي ان [PERSON_1] [PERSON_2] سيكون بطلاً قادماً لذلك غنت له قبل حتى ان نعرفه نحن حينما غنت "" [PERSON_1] . . حش صاحبك عني "" ! ! ولكن السؤال الذي يطرح نفسه . . من هو صاحب [PERSON_1] ؟ ! !","[{""start"": 31, ""end"": 36, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""تركيا"", ""mask_type"": ""LOC""}, {""start"": 91, ""end"": 94, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رجب"", ""mask_type"": ""PERSON""}, {""start"": 95, ""end"": 102, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""اردوغان"", ""mask_type"": ""PERSON""}, {""start"": 167, ""end"": 170, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رجب"", ""mask_type"": ""PERSON""}, {""start"": 236, ""end"": 239, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رجب"", ""mask_type"": ""PERSON""}]"
test_000185,4 - القضاء على التعصب العشائري اللي صار مصيبة المصايب الله يسامح الذين وضعوا الحطب في نار العشائرية لاننا عشائر وحمايل بس لنا مرجعية وهي الله الوطن الملك ولا يوجد على تراب الاردن اي شخص او شيخ اكبر من جلالة الخالق ري العالمين واكبر من شبر من تراب الوطن ولا اشرف من نسب العائلة المالكة سلالة الرسول عليه السلام ومن دون ذلك فهو شخص عادي يطبق عليه وعلى عشيرته وكل حمولته القانون وبصرامة بعدها مش راح تلاقي واحد يفتح فمه ويقول انا ابن فلان,[NUM_1] - القضاء على التعصب العشائري اللي صار مصيبة المصايب الله يسامح الذين وضعوا الحطب في نار العشائرية لاننا عشائر وحمايل بس لنا مرجعية وهي الله الوطن الملك ولا يوجد على تراب [LOC_1] اي شخص او شيخ اكبر من جلالة الخالق ري العالمين واكبر من شبر من تراب الوطن ولا اشرف من نسب العائلة المالكة سلالة الرسول عليه السلام ومن دون ذلك فهو شخص عادي يطبق عليه وعلى عشيرته وكل حمولته القانون وبصرامة بعدها مش راح تلاقي واحد يفتح فمه ويقول انا ابن فلان,"[{""start"": 0, ""end"": 1, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""4"", ""mask_type"": ""NUM""}, {""start"": 172, ""end"": 178, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الاردن"", ""mask_type"": ""LOC""}]"
test_000186,اشوف الردود من النساء قليله جدا اتمنى من الاخوات المحترمات يردن على هذا الموضوع بأن المحترمه في مشيها ولبسها ووجد محرمها الا في وقت الضروره في عدم وجود محرم بأن لا احد يجرو على التعرض لها بل تكون كبيره في عيون الكل . يمكن نصيحه واحد تهدي الكثير من الفتيات ؟ !,اشوف الردود من النساء قليله جدا اتمنى من الاخوات المحترمات يردن على هذا الموضوع بأن المحترمه في مشيها ولبسها ووجد محرمها الا في وقت الضروره في عدم وجود محرم بأن لا احد يجرو على التعرض لها بل تكون كبيره في عيون الكل . يمكن نصيحه [NUM_1] تهدي الكثير من الفتيات ؟ !,"[{""start"": 228, ""end"": 232, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""واحد"", ""mask_type"": ""NUM""}]"
test_000188,والله شعبان عبدالرحيم بلوة من بلاوي الزمن واكبر بلوة الناس اللي عاملة لية قيمة مش عارف لية وطول ماالناس عاملة للي زي دة قيمة مصر هتفضل,والله [PERSON_1] بلوة من بلاوي الزمن واكبر بلوة الناس اللي عاملة لية قيمة مش عارف لية وطول ماالناس عاملة للي زي دة قيمة [LOC_1] هتفضل,"[{""start"": 6, ""end"": 21, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""شعبان عبدالرحيم"", ""mask_type"": ""PERSON""}, {""start"": 125, ""end"": 128, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000189,انا من اسيوط ممكن اسال الشوادر دى,انا من [LOC_1] ممكن اسال الشوادر دى,"[{""start"": 7, ""end"": 12, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسيوط"", ""mask_type"": ""LOC""}]"
test_000194,سبحان ربي لا يرضى بظلم فقد ظلمو وقتلو واقتحمو الناس في بيوتهم انظرو نتائج الدعاء الى الله سبحانه دمرهم بركان وبحر وخسائر مذهلة كل ماجمعوه من العراق ومراهناتهم على فلسطين ذهبت وسوف نرا الكثير انظرو الى شكل البحر سام,سبحان ربي لا يرضى بظلم فقد ظلمو وقتلو واقتحمو الناس في بيوتهم انظرو نتائج الدعاء الى الله سبحانه دمرهم بركان وبحر وخسائر مذهلة كل ماجمعوه من [LOC_1] ومراهناتهم على [LOC_2] ذهبت وسوف نرا الكثير انظرو الى شكل البحر سام,"[{""start"": 141, ""end"": 147, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""العراق"", ""mask_type"": ""LOC""}, {""start"": 163, ""end"": 169, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""فلسطين"", ""mask_type"": ""LOC""}]"
test_000198,خلك رجال واضبط امورك مع امك ترا بدالك مليون,خلك رجال واضبط امورك مع امك ترا بدالك [NUM_1],"[{""start"": 38, ""end"": 43, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""مليون"", ""mask_type"": ""NUM""}]"
test_000199,فكروا تانى وكفاية بقى ربنا يرحمك يا انور السادات ويدخلك الجنة ومفيش ذل لنا والحمدلله احنا عايشين فى سلام و انا محبش اتكلم عن ناس مش حابين بعضهم اصلا الفلسطنيين لحد دولوقتى لحد دولوقتى ولحد دولوقتى مش مأمنين على بعض مابين الضفة وغزة وكان كل طرف كان اليهود كفاية شعارات وارحمونا,فكروا تانى وكفاية بقى ربنا يرحمك يا [PERSON_1] ويدخلك الجنة ومفيش ذل لنا والحمدلله احنا عايشين فى سلام و انا محبش اتكلم عن ناس مش حابين بعضهم اصلا [ORG_1] لحد دولوقتى لحد دولوقتى ولحد دولوقتى مش مأمنين على بعض مابين [LOC_1] و[LOC_2] وكان كل طرف كان [ORG_2] كفاية شعارات وارحمونا,"[{""start"": 36, ""end"": 48, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""انور السادات"", ""mask_type"": ""PERSON""}, {""start"": 149, ""end"": 159, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفلسطنيين"", ""mask_type"": ""ORG""}, {""start"": 221, ""end"": 226, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الضفة"", ""mask_type"": ""LOC""}, {""start"": 228, ""end"": 231, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""غزة"", ""mask_type"": ""LOC""}, {""start"": 248, ""end"": 254, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""اليهود"", ""mask_type"": ""ORG""}]"
test_000200,ليه مصر مبتديش فرصة لولادها وتحرمهم منها,ليه [LOC_1] مبتديش فرصة لولادها وتحرمهم منها,"[{""start"": 4, ""end"": 7, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000203,أنا شخصيا مش عاجبني الخبر ولكني رح أعلق . . بلدي أكبر وأشرف وأنظف من إنها تتمثل بشخص واحد مين ماكان ، وخصوصا بمكان . . . مثل اللي بتحكوا عنه ! أرجوكم لا تزجوا بإسم الأردن في هكذا برامج فكل واحد يحكي عن نفسه وبس ، أما بخصوص الصلاة فيا فاطمة إذا كانوا أبوك وأخوانك وأهلك ما بصلوا فهذا لا يعني أن الشعب لا يصلي ومين حضرتك علشان تعطي رأيك بشعبنا ؟ ؟ كل واحد يحفظ لسانه رجاء ويحترم البلد وأبناءها . . إن شاء الله في العام القادم لا نرى مثل هذه البرامج التافهة . على العموم أنا أحترم نشر الموضوع لأنو له معجبين لكن أرجوا أن لا يتم تجاوز,أنا شخصيا مش عاجبني الخبر ولكني رح أعلق . . بلدي أكبر وأشرف وأنظف من إنها تتمثل بشخص واحد مين ماكان ، وخصوصا بمكان . . . مثل اللي بتحكوا عنه ! أرجوكم لا تزجوا بإسم [LOC_1] في هكذا برامج فكل واحد يحكي عن نفسه وبس ، أما بخصوص الصلاة فيا [PERSON_1] إذا كانوا أبوك وأخوانك وأهلك ما بصلوا فهذا لا يعني أن الشعب لا يصلي ومين حضرتك علشان تعطي رأيك بشعبنا ؟ ؟ كل واحد يحفظ لسانه رجاء ويحترم البلد وأبناءها . . إن شاء الله في العام القادم لا نرى مثل هذه البرامج التافهة . على العموم أنا أحترم نشر الموضوع لأنو له معجبين لكن أرجوا أن لا يتم تجاوز,"[{""start"": 164, ""end"": 170, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الأردن"", ""mask_type"": ""LOC""}, {""start"": 234, ""end"": 239, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""فاطمة"", ""mask_type"": ""PERSON""}]"
test_000205,السيد زياد عويس غني عن التعريف في مجال الاتصالات في,السيد [PERSON_1] غني عن التعريف في مجال الاتصالات في,"[{""start"": 6, ""end"": 15, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""زياد عويس"", ""mask_type"": ""PERSON""}]"
test_000206,حضرت لشراء نخيل المستغنى عنه من مزارع الراجحي كالعادة وإذا هي قد تغيرت تغيرا جذريا إيجابيا من ناحية التنظيم والعناية فسألت صديقي الموظف السعودي عن ذالك فأخبرني بأن الراجحي يقول كانت المزرعة تجارية والآن وقف لله وأصبحت في ذمتي . للمعلومية دواجن الوطنية وقف,حضرت لشراء نخيل المستغنى عنه من مزارع [ORG_1] كالعادة وإذا هي قد تغيرت تغيرا جذريا إيجابيا من ناحية التنظيم والعناية فسألت صديقي الموظف السعودي عن ذالك فأخبرني بأن [PERSON_1] يقول كانت المزرعة تجارية والآن وقف لله وأصبحت في ذمتي . للمعلومية دواجن [ORG_2] وقف,"[{""start"": 38, ""end"": 45, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الراجحي"", ""mask_type"": ""ORG""}, {""start"": 164, ""end"": 171, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""الراجحي"", ""mask_type"": ""PERSON""}, {""start"": 244, ""end"": 251, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الوطنية"", ""mask_type"": ""ORG""}]"
test_000208,1 - سوء تحكيم ولا تحكيم الحوكشه في,[NUM_1] - سوء تحكيم ولا تحكيم الحوكشه في,"[{""start"": 0, ""end"": 1, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""1"", ""mask_type"": ""NUM""}]"
test_000209,ممكن نسمع مقطع من أغنية عن عزم الوزير إنه حيحارب الدروس الخصوصية ! ؟ أشك إن كان حاجة زى دى حتحصل ولا بعد 100 سنه لأنها منظومة فساد,ممكن نسمع مقطع من أغنية عن عزم الوزير إنه حيحارب الدروس الخصوصية ! ؟ أشك إن كان حاجة زى دى حتحصل ولا بعد [NUM_1] سنه لأنها منظومة فساد,"[{""start"": 105, ""end"": 108, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""100"", ""mask_type"": ""NUM""}]"
test_000210,يستاهل الإنتر وعقبال ما ياخذ,يستاهل [ORG_1] وعقبال ما ياخذ,"[{""start"": 7, ""end"": 13, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الإنتر"", ""mask_type"": ""ORG""}]"
test_000211,"اعيد واقول راح يلقمون الخمسه وتذكروا كلامي ,","اعيد واقول راح يلقمون [NUM_1] وتذكروا كلامي ,","[{""start"": 22, ""end"": 28, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""الخمسه"", ""mask_type"": ""NUM""}]"
test_000217,ومدى احترامى للنادى الزمالك اللى بجد بكون من اكتر الناس اللى تزعل علشانه يوم ما مستواه بيقل او يكون ضعيف فى المسابقه لان دى بيفقدنى انا كأهلاووى المتعه بتاعة,ومدى احترامى للنادى [ORG_1] اللى بجد بكون من اكتر الناس اللى تزعل علشانه يوم ما مستواه بيقل او يكون ضعيف فى المسابقه لان دى بيفقدنى انا كأهلاووى المتعه بتاعة,"[{""start"": 20, ""end"": 27, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الزمالك"", ""mask_type"": ""ORG""}]"
test_000219,المغطس اكتر موقع في الاردن سياحي وديني بحبو كتير بحس الواحد بس يكون هنيك بحرارة الايمان وبحلاوته ، ،,المغطس اكتر موقع في [LOC_1] سياحي وديني بحبو كتير بحس الواحد بس يكون هنيك بحرارة الايمان وبحلاوته ، ،,"[{""start"": 20, ""end"": 26, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الاردن"", ""mask_type"": ""LOC""}]"
test_000220,اليوم سيكون خروج حزين ومن عنق الزجاجه ومن الباب الخلفي الضيق لفريق الوحدات المتواضع اخيرا وسيتم اقصاءه من افضل فريق من الشمال الحسين اربد وسيودع البطوله مبكرا ويرجع خائبا للمصدار وهو يجر اكناف الخيبه والحسره بعد الفوز المدوي والمفاجاه الكبيره التي ستنتظره من اللاعبين ومن الجماهير,اليوم سيكون خروج حزين ومن عنق الزجاجه ومن الباب الخلفي الضيق لفريق [ORG_1] المتواضع اخيرا وسيتم اقصاءه من افضل فريق من الشمال [ORG_2] وسيودع البطوله مبكرا ويرجع خائبا للمصدار وهو يجر اكناف الخيبه والحسره بعد الفوز المدوي والمفاجاه الكبيره التي ستنتظره من اللاعبين ومن الجماهير,"[{""start"": 67, ""end"": 74, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 126, ""end"": 137, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الحسين اربد"", ""mask_type"": ""ORG""}]"
test_000221,أما بالنسبة لترك الأستاذ يسري لجريدة اليوم السابع ، أنا أتصلت بصديقة لي تكتب مقال بشكل غير منتظم في اليوم السابع ، وسألتها عن غياب مقالات الأستاذ يسري ، وهي أتصلت بالمسئول عن نشر مقالات الكتاب من الخارج ، وأقسم لها أنه لا يعرف السبب عن هذا,أما بالنسبة لترك الأستاذ [PERSON_1] لجريدة [ORG_1] ، أنا أتصلت بصديقة لي تكتب مقال بشكل غير منتظم في [ORG_1] ، وسألتها عن غياب مقالات الأستاذ [PERSON_1] ، وهي أتصلت بالمسئول عن نشر مقالات الكتاب من الخارج ، وأقسم لها أنه لا يعرف السبب عن هذا,"[{""start"": 25, ""end"": 29, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""يسري"", ""mask_type"": ""PERSON""}, {""start"": 37, ""end"": 49, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""اليوم السابع"", ""mask_type"": ""ORG""}, {""start"": 100, ""end"": 112, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""اليوم السابع"", ""mask_type"": ""ORG""}, {""start"": 146, ""end"": 150, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""يسري"", ""mask_type"": ""PERSON""}]"
test_000224,والله يا جدعان انا عضو ع الفيس بوك لي فترة صغيرة يعني أقل من سنة,والله يا جدعان انا عضو ع [ORG_1] لي فترة صغيرة يعني أقل من [NUM_1],"[{""start"": 25, ""end"": 34, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفيس بوك"", ""mask_type"": ""ORG""}, {""start"": 61, ""end"": 64, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""سنة"", ""mask_type"": ""NUM""}]"
test_000225,كيفك معاذ مبروك الفوز الأول وأهدافك كمان وكمان في زيادة انشاء,كيفك [PERSON_1] مبروك الفوز الأول وأهدافك كمان وكمان في زيادة انشاء,"[{""start"": 5, ""end"": 9, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""معاذ"", ""mask_type"": ""PERSON""}]"
test_000227,كان يفترض ان تكون دول مجلس التعاون الخليجى النموذج اموال طائلة وثروات واعداد قليلة من البشر اصبحت المدن الكبرى الخليجية مرتع خصب للجريمة المنظمة والعشوائية لا يكاد يمر يوم الا وتسمع اخبار مفزعة هذا غير الاختلاسات والتى اصبحت ظاهرة نتيجة انظمة ادارية عقيمة سهلت مثل هذه العمليات مع ضعف فى الاداء الرقابى والمحاسبى الاردن وتونس يحققان تفوقاً كبيراً فى التنمية ومحاربة للفساد على الرغم انها دول غير نفطية السودان الان يسير بخطى ثابته نحو النهوض بشراكة صينية فى الادارة والتصنيع دول الخليج ومصر للوراء,كان يفترض ان تكون دول مجلس التعاون الخليجى النموذج اموال طائلة وثروات واعداد قليلة من البشر اصبحت المدن الكبرى الخليجية مرتع خصب للجريمة المنظمة والعشوائية لا يكاد يمر يوم الا وتسمع اخبار مفزعة هذا غير الاختلاسات والتى اصبحت ظاهرة نتيجة انظمة ادارية عقيمة سهلت مثل هذه العمليات مع ضعف فى الاداء الرقابى والمحاسبى [LOC_1] و[LOC_2] يحققان تفوقاً كبيراً فى التنمية ومحاربة للفساد على الرغم انها دول غير نفطية [LOC_3] الان يسير بخطى ثابته نحو النهوض بشراكة [LOC_4] فى الادارة والتصنيع دول الخليج و[LOC_5] للوراء,"[{""start"": 313, ""end"": 319, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الاردن"", ""mask_type"": ""LOC""}, {""start"": 321, ""end"": 325, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""تونس"", ""mask_type"": ""LOC""}, {""start"": 402, ""end"": 409, ""placeholder"": ""[LOC_3]"", ""surface_form"": ""السودان"", ""mask_type"": ""LOC""}, {""start"": 449, ""end"": 454, ""placeholder"": ""[LOC_4]"", ""surface_form"": ""صينية"", ""mask_type"": ""LOC""}, {""start"": 487, ""end"": 490, ""placeholder"": ""[LOC_5]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000228,لقد تجرأت هذه العمالة كثيرا وعلى جميع المستويات من ترويج للخمور وعصابات للسرقة وبيوت دعارة و تزوير وبالمقابل مجلس الشورى يرفض نظام استقدام العمالة عن طريق الشركات الذي سوف يؤدي تطبيقه الى القضاء على تجارة الكفالات والعمالة السائبة,لقد تجرأت هذه العمالة كثيرا وعلى جميع المستويات من ترويج للخمور وعصابات للسرقة وبيوت دعارة و تزوير وبالمقابل [ORG_1] يرفض نظام استقدام العمالة عن طريق الشركات الذي سوف يؤدي تطبيقه الى القضاء على تجارة الكفالات والعمالة السائبة,"[{""start"": 109, ""end"": 120, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""مجلس الشورى"", ""mask_type"": ""ORG""}]"
test_000229,ان شاء الله الفوز ل ميس كيرمان,ان شاء الله الفوز ل [ORG_1],"[{""start"": 20, ""end"": 30, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""ميس كيرمان"", ""mask_type"": ""ORG""}]"
test_000231,يسلم تمك استاذنا الكبير ولكن الا تلاحظ ان فريق الريان القطري لا يعتبر مثالا جيدا على الفريق القوي ! ! الم يخرج من الدور الثاني على يد فريق تايلندي مغمور ؟,يسلم تمك استاذنا الكبير ولكن الا تلاحظ ان فريق [ORG_1] [LOC_1] لا يعتبر مثالا جيدا على الفريق القوي ! ! الم يخرج من الدور الثاني على يد فريق تايلندي مغمور ؟,"[{""start"": 47, ""end"": 53, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الريان"", ""mask_type"": ""ORG""}, {""start"": 54, ""end"": 60, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""القطري"", ""mask_type"": ""LOC""}]"
test_000232,بدلاً من ابداء رأى لا قيمة له فيما يفعل رجل فى قامة د . البرادعى على البيه المحافظ أن يحل مشاكل محافظته وهى أكثر من شعر رأسه ولا الحكاية ركوب للموجة و خلاص . والله,بدلاً من ابداء رأى لا قيمة له فيما يفعل رجل فى قامة د . [PERSON_1] على البيه المحافظ أن يحل مشاكل محافظته وهى أكثر من شعر رأسه ولا الحكاية ركوب للموجة و خلاص . والله,"[{""start"": 56, ""end"": 64, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""البرادعى"", ""mask_type"": ""PERSON""}]"
test_000234,حكومة تشرف حكومة انقاذ وطني كلهم شرفاء لا مصلحة لهم الا الوطن والمواطن أسماء فوق مستوي الشبهات نتشرف بأن تكون حكومتنا ادعوا ربنا ان الناس دية تكون موجودة حد يساوم علي هذة الاسامي الكبيرة المحترمة الشبعانة مش حكومة البيزنس بتوع شاي ليبتون وبتوع جرانا وكايرو سكان ودار الفؤاد والمقاولات وشيفرولية والفقي وقبلهم والي الي خرب الزراعة وعبيد اللي خصص البلد وقعدوا يغنوا في توشكي وباعوا الارض بعقود ولا عقود الاستعمار الحزب الحاكم متحدثة الرسمي أبو حديد بالذمة لسة هتقولوا مسيحي ومسلم اللهم اللي احنا فية طايل الوطن والمواطن مافيش اسود من اللي عايشينة أمراض وغذاء مسمم وبطالة وقوانين جباية من مماليك العصر حتي فلوس الغلابة تاهت وضاعت التأمينات ولاعزاء للفقراء وتقولي واخد بالك مسيحي ومسلم فوقوا بقة وبصوا,حكومة تشرف حكومة انقاذ وطني كلهم شرفاء لا مصلحة لهم الا الوطن والمواطن أسماء فوق مستوي الشبهات نتشرف بأن تكون حكومتنا ادعوا ربنا ان الناس دية تكون موجودة حد يساوم علي هذة الاسامي الكبيرة المحترمة الشبعانة مش حكومة البيزنس بتوع شاي [ORG_1] وبتوع [ORG_2] و[ORG_3] و[ORG_4] والمقاولات و[ORG_5] و[PERSON_1] وقبلهم والي الي خرب الزراعة و[PERSON_2] اللي خصص البلد وقعدوا يغنوا في [LOC_1] وباعوا الارض بعقود ولا عقود الاستعمار الحزب الحاكم متحدثة الرسمي [PERSON_3] بالذمة لسة هتقولوا مسيحي ومسلم اللهم اللي احنا فية طايل الوطن والمواطن مافيش اسود من اللي عايشينة أمراض وغذاء مسمم وبطالة وقوانين جباية من مماليك العصر حتي فلوس الغلابة تاهت وضاعت التأمينات ولاعزاء للفقراء وتقولي واخد بالك مسيحي ومسلم فوقوا بقة وبصوا,"[{""start"": 231, ""end"": 237, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""ليبتون"", ""mask_type"": ""ORG""}, {""start"": 244, ""end"": 249, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""جرانا"", ""mask_type"": ""ORG""}, {""start"": 251, ""end"": 261, ""placeholder"": ""[ORG_3]"", ""surface_form"": ""كايرو سكان"", ""mask_type"": ""ORG""}, {""start"": 263, ""end"": 273, ""placeholder"": ""[ORG_4]"", ""surface_form"": ""دار الفؤاد"", ""mask_type"": ""ORG""}, {""start"": 286, ""end"": 294, ""placeholder"": ""[ORG_5]"", ""surface_form"": ""شيفرولية"", ""mask_type"": ""ORG""}, {""start"": 296, ""end"": 301, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""الفقي"", ""mask_type"": ""PERSON""}, {""start"": 331, ""end"": 335, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""عبيد"", ""mask_type"": ""PERSON""}, {""start"": 367, ""end"": 372, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""توشكي"", ""mask_type"": ""LOC""}, {""start"": 438, ""end"": 446, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""أبو حديد"", ""mask_type"": ""PERSON""}]"
test_000235,بتمنى من المسؤلين المحترمين بنظروا في هذا القرار جيدا لانه اتصور مثل هيك مشروع بدو شوارع لا تقل عرضها عن 100 متر ونحن في شارع الجامعة نعاني من الازدحامات الخانقة وخاصة عند اشارة الدوريات الخارجية وفي فصل الصيف بالاخص ونحن نعلم بأن شارع الجامعة كل صايد يحتوي على 3 مسارب فما بالكم على الوضع الجديد ؟ ؟,بتمنى من المسؤلين المحترمين بنظروا في هذا القرار جيدا لانه اتصور مثل هيك مشروع بدو شوارع لا تقل عرضها عن [NUM_1] متر ونحن في شارع الجامعة نعاني من الازدحامات الخانقة وخاصة عند اشارة الدوريات الخارجية وفي فصل الصيف بالاخص ونحن نعلم بأن شارع الجامعة كل صايد يحتوي على [NUM_2] مسارب فما بالكم على الوضع الجديد ؟ ؟,"[{""start"": 105, ""end"": 108, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""100"", ""mask_type"": ""NUM""}, {""start"": 262, ""end"": 263, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""3"", ""mask_type"": ""NUM""}]"
test_000236,عظم الله اجرك يا لؤي ، لاعب كبير و خلوق وبيستاهل كل الاحترام,عظم الله اجرك يا [PERSON_1] ، لاعب كبير و خلوق وبيستاهل كل الاحترام,"[{""start"": 17, ""end"": 20, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""لؤي"", ""mask_type"": ""PERSON""}]"
test_000237,@ مش معقولة الشبه اللي بيني وبين النجم ( كرستان يورغان,@ مش معقولة الشبه اللي بيني وبين النجم ( [PERSON_1],"[{""start"": 41, ""end"": 54, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""كرستان يورغان"", ""mask_type"": ""PERSON""}]"
test_000238,لن تدوم طويلا نظرا لقوة الشعب وساعتها نيفين هتبقى . .,لن تدوم طويلا نظرا لقوة الشعب وساعتها [PERSON_1] هتبقى . .,"[{""start"": 38, ""end"": 43, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""نيفين"", ""mask_type"": ""PERSON""}]"
test_000239,كيف يتعاقد وديسلفا معه راح يصفع النصر صفعه امام,كيف يتعاقد [PERSON_1] معه راح يصفع [ORG_1] صفعه امام,"[{""start"": 11, ""end"": 18, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""وديسلفا"", ""mask_type"": ""PERSON""}, {""start"": 32, ""end"": 37, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""النصر"", ""mask_type"": ""ORG""}]"
