id,original_text,masked_text
train_000451,اكيد هيقولوا ده عميل او طابور خامس . . . و يحاكم بتهمه التخابر لاحزاب,اكيد هيقولوا ده عميل او طابور خامس . . . و يحاكم بتهمه التخابر لاحزاب
train_000452,"الاطفال هم فاكهة الزواج وما يختاره الازواج من تأجيل في السنة الاولى فهو حرية شخصية لا اوافق ان نضعها تحت تحسين الاوضاع المالية لان لا احد يعلم مايحصل لغده بل على العكس بمجرد علم الزوج بحمل زوجته تراه مسؤول اكثر وقد بدأ بوضع خطط ويبني لحياة عائلته , بالأضافة الى بمجرد انجاب الطفل سواء بالسنة الاولى او الثانية يأتي كما نقول ورزقته معه , فخلوها على الله يا جماعة وما تعقدو الامور الحياة ابسط من","الاطفال هم فاكهة الزواج وما يختاره الازواج من تأجيل في السنة الاولى فهو حرية شخصية لا اوافق ان نضعها تحت تحسين الاوضاع المالية لان لا احد يعلم مايحصل لغده بل على العكس بمجرد علم الزوج بحمل زوجته تراه مسؤول اكثر وقد بدأ بوضع خطط ويبني لحياة عائلته , بالأضافة الى بمجرد انجاب الطفل سواء بالسنة الاولى او الثانية يأتي كما نقول ورزقته معه , فخلوها على الله يا جماعة وما تعقدو الامور الحياة ابسط من"
train_000453,واذا حكم وطني يظلمني ويأخذ حقي واصفق,واذا حكم وطني يظلمني ويأخذ حقي واصفق
train_000454,اعتقد ان كثيرا من امور ديننا نمارسها كعادة وليس كعبادة ومنها صلاة الجماعة . التطرف في الرأي وادعاء الإستحواذ على الحقيقة الكاملة هي ام مصائب الفقه الإسلامي . من افتى بعدم وجوب صلاة الجماعه مع ثبوت فضلها هم علماء ولا يجوز التقليل من قدرهم لمجرد مخالفة البعض في الرأي,اعتقد ان كثيرا من امور ديننا نمارسها كعادة وليس كعبادة ومنها صلاة الجماعة . التطرف في الرأي وادعاء الإستحواذ على الحقيقة الكاملة هي ام مصائب الفقه الإسلامي . من افتى بعدم وجوب صلاة الجماعه مع ثبوت فضلها هم علماء ولا يجوز التقليل من قدرهم لمجرد مخالفة البعض في الرأي
train_000455,كل ما أبيه الاول بقلبي . .,كل ما أبيه الاول بقلبي . .
train_000456,ولله يعين أهلنا الي بالداخل !,ولله يعين أهلنا الي بالداخل !
train_000457,انا بقى كشعب فين مصلحتي في كل ده ؟ ؟ ؟ اختارك ليه ؟ ؟ ؟ مين زقك علينا يابرادعي ؟ ؟ ؟ عاوز مننا ايه ؟ ؟ ؟ احنا بنحب مبارك ومش عاوزين غيره . . . ! ! ا وحسبي والله ونعم الوكيل في كل اللي يستغل فقر وجهل,انا بقى كشعب فين مصلحتي في كل ده ؟ ؟ ؟ اختارك ليه ؟ ؟ ؟ مين زقك علينا يا[PERSON_1] ؟ ؟ ؟ عاوز مننا ايه ؟ ؟ ؟ احنا بنحب [PERSON_2] ومش عاوزين غيره . . . ! ! ا وحسبي والله ونعم الوكيل في كل اللي يستغل فقر وجهل
train_000458,مبروك يا كبير والله انك كبير يا الوحدات والله انكم اسود ابناء اسود الف مبروك للبيكاسو رافت,مبروك يا كبير والله انك كبير يا [ORG_1] والله انكم اسود ابناء اسود الف مبروك للبيكاسو [PERSON_1]
train_000459,بصراحه صارت قصة رجال الامن بدها وقفه . . رجال الامن من اجل خدمة الشعب وحماية المواطن مو من اجل القتل . الانسان اغلى ما نملك . اذا بقى بالدنيا خير,بصراحه صارت قصة رجال الامن بدها وقفه . . رجال الامن من اجل خدمة الشعب وحماية المواطن مو من اجل القتل . الانسان اغلى ما نملك . اذا بقى بالدنيا خير
train_000460,اليوم السابع كان عليها عدم نشر هذا,[ORG_1] كان عليها عدم نشر هذا
train_000461,وشفت لقطات منه وما تحمست اشوفه .,وشفت لقطات منه وما تحمست اشوفه .
train_000462,"وين الخط اللي يربط الجنوب ليش التحقير لهذه المنطقة وثلثين رجال الحرب والدفعات بجميع الرتب من المناطق الجنوبية , سبحان الله دائم آخر شئ هم أهل الجنوب , وأنا ما أشره على الموضوع لأن اللي درس وخطط همه بس كيف تتحرك التجارة و الله موب للمواطن , وأكبر دليلل على كلامي , أنه لو يوجد توجه فعلي لإدخال القاطرات لخدمة المواطنين وتخفيف الزحام , كان نفذت داخل البلدان مو لتوصيل الفوسفات والمعادن , قطاركم ذا ما جاب جديد , وين قطار العثمانين بس .","وين الخط اللي يربط الجنوب ليش التحقير لهذه المنطقة وثلثين رجال الحرب والدفعات بجميع الرتب من المناطق الجنوبية , سبحان الله دائم آخر شئ هم أهل الجنوب , وأنا ما أشره على الموضوع لأن اللي درس وخطط همه بس كيف تتحرك التجارة و الله موب للمواطن , وأكبر دليلل على كلامي , أنه لو يوجد توجه فعلي لإدخال القاطرات لخدمة المواطنين وتخفيف الزحام , كان نفذت داخل البلدان مو لتوصيل الفوسفات والمعادن , قطاركم ذا ما جاب جديد , وين قطار العثمانين بس ."
train_000463,اللهم ارينا فيهم عجائب قدرتك ، واضح ان فلوس الصحة كلها لعلاج الوزراء والمرتشين في,اللهم ارينا فيهم عجائب قدرتك ، واضح ان فلوس الصحة كلها لعلاج الوزراء والمرتشين في
train_000464,ابو اديب . . الله يسعدك وين ما كنت ان شاء الله :,ابو [PERSON_1] . . الله يسعدك وين ما كنت ان شاء الله :
train_000465,كثيرا او هام ثانين تطهير الارض من الامراض البياي ثلاثن,كثيرا او هام ثانين تطهير الارض من الامراض البياي ثلاثن
train_000466,انا مو ضد الرياضه بس ضد تطفل النساء بامور حرام واخر شي بنحكي انجاز وتطور . . . لا هاد مو,انا مو ضد الرياضه بس ضد تطفل النساء بامور حرام واخر شي بنحكي انجاز وتطور . . . لا هاد مو
train_000467,وانت في مقام محمد علي باشا . . مانت من مواليد 1900 . . . يعني برضه احترامك لسنك واجب,وانت في مقام [PERSON_1] . . مانت من مواليد [DATE_1] . . . يعني برضه احترامك لسنك واجب
train_000468,هاد الخبر ابعتوه لااتحاد كره السله,هاد الخبر ابعتوه لااتحاد كره السله
train_000469,مالك الاحفلات السامري . تشوف التسدح والتنكس وتعقد اتفاقياتك بهدوء وفي هواء عليل خصوصا اذا عرفنا ان السوامر ماتلقاها الا في مخيمات بر ولا استراحات صادة عن,مالك الاحفلات السامري . تشوف التسدح والتنكس وتعقد اتفاقياتك بهدوء وفي هواء عليل خصوصا اذا عرفنا ان السوامر ماتلقاها الا في مخيمات بر ولا استراحات صادة عن
train_000470,بأذن الله الهلال راح يتجاوز النصر بسهولة حتى لو لعب النصر ب 15 لاعب مش مهم واهم شي بدنا,بأذن الله [ORG_1] راح يتجاوز [ORG_2] بسهولة حتى لو لعب [ORG_2] ب [NUM_1] لاعب مش مهم واهم شي بدنا
train_000471,أخت شيري : شوي شوي عليها خليها تفهم الاسلام أول بعدين سبب الدخول للاسلام ممكن يكون أي واحد في البشر والتاريخ يدلل على أن نصف الصحابة أسلموا على يد نصف الصحابة الآخرين . الله يهدي الجميع والصبر مفتاح,أخت [PERSON_1] : شوي شوي عليها خليها تفهم الاسلام أول بعدين سبب الدخول للاسلام ممكن يكون أي واحد في البشر والتاريخ يدلل على أن نصف الصحابة أسلموا على يد نصف الصحابة الآخرين . الله يهدي الجميع والصبر مفتاح
train_000472,خلاص كل شىء كويس علشان نتكلم فى تحرش الانسانة العيزة تحترم رحها تلبس ملابس محترمة وتمشى بعتدال بس وهو دا كل,خلاص كل شىء كويس علشان نتكلم فى تحرش الانسانة العيزة تحترم رحها تلبس ملابس محترمة وتمشى بعتدال بس وهو دا كل
train_000473,وبرنامج قطاف من افضل البرامج التي تقدمها الاتصالات,وبرنامج قطاف من افضل البرامج التي تقدمها [ORG_1]
train_000474,حاجه تكسف بجد واحنا قاعدين هنا,حاجه تكسف بجد واحنا قاعدين هنا
train_000475,"ترجع بالسلامة يا إينو , ويارب نرجع نشوفك فى الملاعب قريب من جديد , و ربنا يبعد عنك وعن كل اللاعيبة المصرية شر","ترجع بالسلامة يا [PERSON_1] , ويارب نرجع نشوفك فى الملاعب قريب من جديد , و ربنا يبعد عنك وعن كل اللاعيبة [LOC_1] شر"
train_000476,- مع العلم بأن طبيعة عملك هى الافصاح اظهار الحقائق وليس اخفائها وخصوصا ان الكلام صدر من مسئول ويجب ان يكون على قدر المسئولية وقد استمع اليه ناس محترمين على قدر المسئولية,- مع العلم بأن طبيعة عملك هى الافصاح اظهار الحقائق وليس اخفائها وخصوصا ان الكلام صدر من مسئول ويجب ان يكون على قدر المسئولية وقد استمع اليه ناس محترمين على قدر المسئولية
train_000477,الله يستر وأتمنى من المستشفيات توخي الحذر .,الله يستر وأتمنى من المستشفيات توخي الحذر .
train_000478,الله يفرح قلوبكم برجعته بالسلامه .,الله يفرح قلوبكم برجعته بالسلامه .
train_000479,"المبارة لن تكون سهلة خاصة بأن الأفضلية للنمور , ولكن رجالات الليث قدها وقدود بأذن الله","المبارة لن تكون سهلة خاصة بأن الأفضلية ل[ORG_1] , ولكن رجالات [ORG_2] قدها وقدود بأذن الله"
train_000480,انتقلت العدوي بالبيانات من الجار,انتقلت العدوي بالبيانات من الجار
train_000481,نحن مو مثل الوزراء والمراتب العاليه,نحن مو مثل الوزراء والمراتب العاليه
train_000482,اطلق شي يسويه المستاجر يشيل المؤجر ويقطه بالزباله اللي وراه ويستريح,اطلق شي يسويه المستاجر يشيل المؤجر ويقطه بالزباله اللي وراه ويستريح
train_000483,حسبي الله ونعم الوكيل . جوعتونا ودمرتوا نفسيت,حسبي الله ونعم الوكيل . جوعتونا ودمرتوا نفسيت
train_000484,الف مبروك للابطال وعقبال الدوري الممتاز بأذن,الف مبروك للابطال وعقبال الدوري الممتاز بأذن
train_000485,الزملكاويه ما يقصدوش حكم غلط بقصد او بدون قصد واحتسب ضربة جزاء للاهلى او الزمالك او الغى هدف او حسب هدف من اوفسيد عادى ممكن تعدى ونقولو الحكم خطاء وخير الخطائين التوابين وعيل وانتمائه غلبه لكن نقصد الحكم البجح الى طول 90 دقيقه قرراته فى اتجاه واحد دا المقصود يارب,الزملكاويه ما يقصدوش حكم غلط بقصد او بدون قصد واحتسب ضربة جزاء ل[ORG_1] او [ORG_2] او الغى هدف او حسب هدف من اوفسيد عادى ممكن تعدى ونقولو الحكم خطاء وخير الخطائين التوابين وعيل وانتمائه غلبه لكن نقصد الحكم البجح الى طول [TIME_1] قرراته فى اتجاه واحد دا المقصود يارب
train_000486,30 سنه ماشفنا رجال المرور ولا الراجله من الشرطه لفرض ثقافه النظام على الناس والحين هل التقنيه المخيفه وين كانو العسكر للمشاوير الخاصه لضباط ومقاضي البيت والمدارس وين هيبة الامن حتا اقل فئه في العماله اذاقلتله لاتسوي كذا بعدين فيه شرطه قال اش مشكله شرطه خلي يولي والمرور ناطل مهامه على نجم وسيارات,[NUM_1] سنه ماشفنا رجال المرور ولا الراجله من الشرطه لفرض ثقافه النظام على الناس والحين هل التقنيه المخيفه وين كانو العسكر للمشاوير الخاصه لضباط ومقاضي البيت والمدارس وين هيبة الامن حتا اقل فئه في العماله اذاقلتله لاتسوي كذا بعدين فيه شرطه قال اش مشكله شرطه خلي يولي والمرور ناطل مهامه على [ORG_1] وسيارات
train_000487,انا بحكي ما تستغربوا من اي شي بتسمعوه ولسه ياما حتشوفوا,انا بحكي ما تستغربوا من اي شي بتسمعوه ولسه ياما حتشوفوا
train_000488,خروج خزين للوحدات من البطولات لهذه السنه ولاعزاء للاداء السيء الضعيف لهم وان شاء الله ما يوافق الاتحاد انهم يلعبوا السنه الجاي خارجيا لانو ما حيعملوا اشي,خروج خزين ل[ORG_1] من البطولات لهذه السنه ولاعزاء للاداء السيء الضعيف لهم وان شاء الله ما يوافق [ORG_2] انهم يلعبوا السنه الجاي خارجيا لانو ما حيعملوا اشي
train_000489,مين كريستانو رونالدو هذا اللي بتشبهوه في ليونيل ميسي احدى عجائب الدنيا,مين [PERSON_1] هذا اللي بتشبهوه في [PERSON_2] احدى عجائب الدنيا
train_000490,انا طالبة توجيهي وبشوف انو كل الراحة متوفرة النا وما في تشديد عادي,انا طالبة توجيهي وبشوف انو كل الراحة متوفرة النا وما في تشديد عادي
train_000491,مافيه طريقه اركب قطعه والا شي يساعدني في استقبال,مافيه طريقه اركب قطعه والا شي يساعدني في استقبال
train_000492,يازين الجدات خاصة الطيبات منهن / هذه هي المرأة دائماً التضحية في دمها رغم القامعين لها منهم,يازين الجدات خاصة الطيبات منهن / هذه هي المرأة دائماً التضحية في دمها رغم القامعين لها منهم
train_000493,وفوق الزباله والبلاوى اللى فى شوارع القناطر ازمة كبيرة وهى ازمه المواصلات وسواقين الميكروباص وايضاالنقل العام ده كله ولسه مادخلناش على الجنانين خش بقى يا معلم على الكوبرى وانت داخل كدا من على الباب هتلاقى ست كبيرة ست ايه دى راجل مش بدخل حد كدا ببلاش لازم يشرب ويدفع عافيه ولو مادفعتش ماتدخلش تستمتع انت واللى معاك مهما كانت بقى خطيبتك مراتك اى حاجه هى مش بدقق فىالحاجات دى عديت البوابه وشربت الساقع ودفعت ال 20 جنيه هتلاقى العربجيه وقطاع الطرق ده بردو فى طريقك وانت رايح على الجنانين حاجاه بصراحه تكسف المفروض يلبقى فى حل للناس دى بجد عشان ترجع القناطر زى ماكانت المدينه السياحيه الجميله ايها المسؤلين انظروا لمدينه القناطر الخيريه,وفوق الزباله والبلاوى اللى فى شوارع [LOC_1] ازمة كبيرة وهى ازمه المواصلات وسواقين الميكروباص وايضاالنقل العام ده كله ولسه مادخلناش على الجنانين خش بقى يا معلم على الكوبرى وانت داخل كدا من على الباب هتلاقى ست كبيرة ست ايه دى راجل مش بدخل حد كدا ببلاش لازم يشرب ويدفع عافيه ولو مادفعتش ماتدخلش تستمتع انت واللى معاك مهما كانت بقى خطيبتك مراتك اى حاجه هى مش بدقق فىالحاجات دى عديت البوابه وشربت الساقع ودفعت ال [NUM_1] جنيه هتلاقى العربجيه وقطاع الطرق ده بردو فى طريقك وانت رايح على الجنانين حاجاه بصراحه تكسف المفروض يلبقى فى حل للناس دى بجد عشان ترجع [LOC_1] زى ماكانت المدينه السياحيه الجميله ايها المسؤلين انظروا لمدينه [LOC_1] الخيريه
train_000494,هم بصراحه حرروها حرروها ما اقول,هم بصراحه حرروها حرروها ما اقول
train_000495,. . . وفي مداخلة تليفزيونية بينىوبين وكيل الوزارة فى صباح دريم *ادعي زورا بان ما وصله الى الان من تحقيقات النيابة الادارية لم يدين مدير المستشفى بل اداننا نحن وهذا كلام مرسل لا اساس له من الصحة ولم ندان من اى جهة لسبب بسيط وهو انه ليس لنا اى تحقيقات او مساءلات في اى جهة . . لمصلحة من يقلب الحقائق والموازين دفاعا عن مدير المستشفى حتى ولو كان بالتشهير بالاخرين ؟ ؟ ؟ ! ! ! اتحداه ان يثبت ماادعاه . رغم تعنت وكيل الوزارة ورفضه كل محاولات التدخل لانهاء الازمة . . . فانا اتحداه ان يجد سببا واحدا لنقلنا الا الافتراء والظلم . . . والغطرسة الادارية مع سوء استخدام السلطة . . . انه لم يفلح فى نقل عامل وعاملة فى حميات فارسكور ! ! ! لكن تحقيرا للاطباء عامة ولاطباء فارسكور خاصة استطاع نقل ثلاثة استشاريين اصغرهم عنده 52 سنة واثنان من ابنائه اطباء ! ! ! اناشد الدكتور مشعل التدخل على اساس ان فارسكور تتبع حلوان ( انسانيا وليس اداريا ) لوقف هذه المهزلة والمستمرة منذ 6 مارس وشكرا سيادة الوزير . .,. . . وفي مداخلة تليفزيونية بينىوبين وكيل الوزارة فى [ORG_1] *ادعي زورا بان ما وصله الى الان من تحقيقات [ORG_2] لم يدين مدير المستشفى بل اداننا نحن وهذا كلام مرسل لا اساس له من الصحة ولم ندان من اى جهة لسبب بسيط وهو انه ليس لنا اى تحقيقات او مساءلات في اى جهة . . لمصلحة من يقلب الحقائق والموازين دفاعا عن مدير المستشفى حتى ولو كان بالتشهير بالاخرين ؟ ؟ ؟ ! ! ! اتحداه ان يثبت ماادعاه . رغم تعنت وكيل الوزارة ورفضه كل محاولات التدخل لانهاء الازمة . . . فانا اتحداه ان يجد سببا واحدا لنقلنا الا الافتراء والظلم . . . والغطرسة الادارية مع سوء استخدام السلطة . . . انه لم يفلح فى نقل عامل وعاملة فى [ORG_3] ! ! ! لكن تحقيرا للاطباء عامة ولاطباء [LOC_1] خاصة استطاع نقل [NUM_1] استشاريين اصغرهم عنده [NUM_2] سنة و[NUM_3] من ابنائه اطباء ! ! ! اناشد الدكتور [PERSON_1] التدخل على اساس ان [LOC_1] تتبع [LOC_2] ( انسانيا وليس اداريا ) لوقف هذه المهزلة والمستمرة منذ [DATE_1] وشكرا سيادة الوزير . .
train_000496,لنا الله بياخذ حقنا ان شاء الله منكم يا وزارة التجارة و نشوف فيكم يوم اسود . .,لنا الله بياخذ حقنا ان شاء الله منكم يا [ORG_1] و نشوف فيكم يوم اسود . .
train_000497,الجمعيات ما لها حق تبني المنشأت العملاقه و,الجمعيات ما لها حق تبني المنشأت العملاقه و
train_000498,اما الثاني فمن يريد ان يفهم معنى التخلف فهذا هو,اما الثاني فمن يريد ان يفهم معنى التخلف فهذا هو
train_000499,الحين كوع رادوي مع السد ما يستاهل الا كرت,الحين كوع [PERSON_1] مع [ORG_1] ما يستاهل الا كرت
train_000500,أجل بكرة البنت تبي ابوها يحضر حفل,أجل بكرة البنت تبي ابوها يحضر حفل
train_000501,اللى قدمه العلماء المسلمين - وعمره ما كان هيوصل للى هو فيه من غير الحضارة,اللى قدمه العلماء المسلمين - وعمره ما كان هيوصل للى هو فيه من غير الحضارة
train_000502,خلى ابراهيم الابيض يتشطر على رامى سعيد اللى علم على عيلة حسن وخلاهم يعيطو ويحطوا راسهم فى الطين وقالو يابا شرفنى قالة لما يموت اللى علم عليا انا,خلى [PERSON_1] [PERSON_2] يتشطر على [PERSON_3] [PERSON_4] اللى علم على عيلة [PERSON_5] وخلاهم يعيطو ويحطوا راسهم فى الطين وقالو يابا شرفنى قالة لما يموت اللى علم عليا انا
train_000503,ان البرادعى هو اللى طلب,ان [PERSON_1] هو اللى طلب
train_000504,بعدين يا جماعة معكم . . مرة بتقولوا انه حكوا ما دراغان ومرة مع مش عارف مين . . كمان شوي بجوز تقولوا مورينيو راح يدرب الوحدات ، او ديلبوسكي .,بعدين يا جماعة معكم . . مرة بتقولوا انه حكوا ما [PERSON_1] ومرة مع مش عارف مين . . كمان شوي بجوز تقولوا [PERSON_2] راح يدرب [ORG_1] ، او [PERSON_3] .
train_000505,"متعددة المنتج في الداخل وفي اماكن متفرقة ( جغرافيا ) اي في مناطق وسط البلاد , تحسبا لاي طاريء امني ؟ اما ان يكتفى بالانتاج على السواحل ففيه مخاطرة امنية كبرى قد تكون كارثيه !","متعددة المنتج في الداخل وفي اماكن متفرقة ( جغرافيا ) اي في مناطق وسط البلاد , تحسبا لاي طاريء امني ؟ اما ان يكتفى بالانتاج على السواحل ففيه مخاطرة امنية كبرى قد تكون كارثيه !"
train_000506,الذين لايرون فيها سوى أنها كومة,الذين لايرون فيها سوى أنها كومة
train_000507,الحاكم مش عاجبنا و مبهدلنا . . . بس عمرنا,الحاكم مش عاجبنا و مبهدلنا . . . بس عمرنا
train_000508,يتغنى ببطوله الدوري الاغلى ومبروك لكم وبكل روح رياضيه ولكن هناك مثل تحكيه,يتغنى ببطوله الدوري الاغلى ومبروك لكم وبكل روح رياضيه ولكن هناك مثل تحكيه
train_000509,بما انو الارصاد قالت في مطر يعني لا,بما انو الارصاد قالت في مطر يعني لا
train_000510,يا هئة الله يوفقكم تكفوكن كونو عند حسن ظن حكامنا,يا هئة الله يوفقكم تكفوكن كونو عند حسن ظن حكامنا
train_000511,والله لو بالهند بحكي ماشي بس عنا هاهاهاها خبر حلو عنجد . . . هادا أكيد إنسان متخفي بهيئة قرد هاهاهاها . .,والله لو ب[LOC_1] بحكي ماشي بس عنا هاهاهاها خبر حلو عنجد . . . هادا أكيد إنسان متخفي بهيئة قرد هاهاهاها . .
train_000512,آخر جمله في المقال تعبر بكل وضوح عما يريده الكاتب,آخر جمله في المقال تعبر بكل وضوح عما يريده الكاتب
train_000513,هل مهمة المرشد استدعاء ولي الامر ؟ يااخي اولادك في البيت لما يتضاربوا في البيت تضربهم عشان يتركوا بعض في الشارع في المضاربات الجماعيه الشرطه تنهيها بالعصي الكهربائية ورشاشات المويا المرشد مطلوب منه يفرقهم بيده وانا اقولك كمساعد اقولك افرقهم بالعصي صير مرشد يوم واحد في ثانوي وبعدين اتفلسف قال هروب,هل مهمة المرشد استدعاء ولي الامر ؟ يااخي اولادك في البيت لما يتضاربوا في البيت تضربهم عشان يتركوا بعض في الشارع في المضاربات الجماعيه الشرطه تنهيها بالعصي الكهربائية ورشاشات المويا المرشد مطلوب منه يفرقهم بيده وانا اقولك كمساعد اقولك افرقهم بالعصي صير مرشد يوم واحد في ثانوي وبعدين اتفلسف قال هروب
train_000514,عموما أهم قرار عند شراء منزل بالتمويل هو مدى مشروعية المعاملة وخلوها من الربا بعدها يتم اخذ عناصر التكاليف في,عموما أهم قرار عند شراء منزل بالتمويل هو مدى مشروعية المعاملة وخلوها من الربا بعدها يتم اخذ عناصر التكاليف في
train_000515,اقر الله بك اعين والديك ايتها الفتاة,اقر الله بك اعين والديك ايتها الفتاة
train_000516,دوس يا وزير وربنا معاك ان الله لا يضيع من احسن عملا الله,دوس يا وزير وربنا معاك ان الله لا يضيع من احسن عملا الله
train_000517,كان فين هيمة فى موقعة ام,كان فين هيمة فى موقعة ام
train_000518,ه من جد مافطسني الا تعليقات,ه من جد مافطسني الا تعليقات
train_000519,غصبن عن كل واحد متل,غصبن عن كل واحد متل
train_000520,ثالثا لماذا تسمون من يحصل على معدل 59 . 9 في الثانوية انه ناجح على اساس هذا القانون الغير حكيم يعتبر اصحاب المعدلات من 59 . 5 فما دون راسبون في الثانوية ولا تقل لي ان يدرسوا في الكلية بسبب ما ذكر في بداية,ثالثا لماذا تسمون من يحصل على معدل [NUM_1] . [NUM_2] في الثانوية انه ناجح على اساس هذا القانون الغير حكيم يعتبر اصحاب المعدلات من [NUM_1] . [NUM_3] فما دون راسبون في الثانوية ولا تقل لي ان يدرسوا في الكلية بسبب ما ذكر في بداية
train_000521,4 - الكنيسة نسيج حى فى جسم الدولة وليست دولة داخل دولة . .,[NUM_1] - الكنيسة نسيج حى فى جسم الدولة وليست دولة داخل دولة . .
train_000522,يا ريت نتعلم نتعايش مع,يا ريت نتعلم نتعايش مع
train_000523,لن تجد على مر التاريخ تصادم بين الشيعة مع اعداء الامة الحقيقيين ، بل اسنتهم على أهل السنة,لن تجد على مر التاريخ تصادم بين الشيعة مع اعداء الامة الحقيقيين ، بل اسنتهم على أهل السنة
train_000524,الانتر ان شاء الله رغم اني اتمناها ميونخ في نهاية,[ORG_1] ان شاء الله رغم اني اتمناها [LOC_1] في نهاية
train_000525,بس النتيجة فقدان ثقة الناس بالبلد !,بس النتيجة فقدان ثقة الناس بالبلد !
train_000526,ومش هايفرق الدعوة من طلاب الاخوان او من طلاب 6 ابريل او حتى من طلاب الحزب الوطني المهم انه يوم,ومش هايفرق الدعوة من طلاب [ORG_1] او من طلاب [ORG_2] او حتى من طلاب [ORG_3] المهم انه يوم
train_000527,بفضل من الله فازت هولندا على الصعاليك وانا عارف انو هولندا السنة هاي غير وعقبال الكاس للكرة الشاملة للطواحين التي ستطحن كل من يقف في طريقها وانا مع هولندا منذ 2000 وكنت انتظر هذه اللحظة خاوة فزنا وكنمت مراهن على هولندا السنة هاي واكسبت الرهان وبقي انو نوخد,بفضل من الله فازت [LOC_1] على الصعاليك وانا عارف انو [LOC_1] السنة هاي غير وعقبال الكاس للكرة الشاملة للطواحين التي ستطحن كل من يقف في طريقها وانا مع [LOC_1] منذ [NUM_1] وكنت انتظر هذه اللحظة خاوة فزنا وكنمت مراهن على [LOC_1] السنة هاي واكسبت الرهان وبقي انو نوخد
train_000528,وللاسف هكذا تخدعونا لاثارى الكراهية لامريكا وتقولون انه تدخل فى امورنا الداخلية وبنظرة الى ما يحدث نجد ان الارهاب هو ما يسميه السياسيون السياسة الداخلية . الدعوة مفتوحة للجميع ان يعرف الله ويراعى ضميرة فى اعماله وتصريحاته لأننا سنقف امام الديان العادل فى يوم الحساب الذى لا ينفع فيه جاه ولا مال بل باعمالك تبرر وباعمالك تدان واذا ادنت فلا,وللاسف هكذا تخدعونا لاثارى الكراهية ل[LOC_1] وتقولون انه تدخل فى امورنا الداخلية وبنظرة الى ما يحدث نجد ان الارهاب هو ما يسميه السياسيون السياسة الداخلية . الدعوة مفتوحة للجميع ان يعرف الله ويراعى ضميرة فى اعماله وتصريحاته لأننا سنقف امام الديان العادل فى يوم الحساب الذى لا ينفع فيه جاه ولا مال بل باعمالك تبرر وباعمالك تدان واذا ادنت فلا
train_000529,"يصب في مصلحة الزعيم , خاصه وإن دينيلسون لاعب مؤثر جداً .","يصب في مصلحة الزعيم , خاصه وإن [PERSON_1] لاعب مؤثر جداً ."
train_000530,والله المعلقين في واد والدنيا في واد آخر . الدراسة صحيحة للأسف عندما يتم مقابلة للشخص الذي يبحث عن وظيفة فعليه أن يكون فخور ويحمل صفة الثقة بالنفس مع القليل من الغرور وخصوصا إذا كان يتقجم لموقع قيادي . ولكني أتفق مع المعلقين أن هذه ليست من صفات المسلم ولكن هذا الذي يحصل وأنا متخصص في هذا,والله المعلقين في واد والدنيا في واد آخر . الدراسة صحيحة للأسف عندما يتم مقابلة للشخص الذي يبحث عن وظيفة فعليه أن يكون فخور ويحمل صفة الثقة بالنفس مع القليل من الغرور وخصوصا إذا كان يتقجم لموقع قيادي . ولكني أتفق مع المعلقين أن هذه ليست من صفات المسلم ولكن هذا الذي يحصل وأنا متخصص في هذا
train_000531,ياجماعة الخير مصر فيها من المشاكل اللي تكفيها سنوات طوال ، واللي حصل ده كلام فاضي من كل الاطراف ، وأظن في مشاكل في مصر اهم من كلام ده في التعليم - الاقتصاد - الصحة - الظروف الاجتماعية وخلوهم مع القضاء بلا وجع دماغ,ياجماعة الخير [LOC_1] فيها من المشاكل اللي تكفيها سنوات طوال ، واللي حصل ده كلام فاضي من كل الاطراف ، وأظن في مشاكل في [LOC_1] اهم من كلام ده في التعليم - الاقتصاد - الصحة - الظروف الاجتماعية وخلوهم مع القضاء بلا وجع دماغ
train_000532,الف مبروك علينا قبل العبين من شان احنا الي بحاجتهم بيكاسو رافت والصخره محمد,الف مبروك علينا قبل العبين من شان احنا الي بحاجتهم [PERSON_1] [PERSON_2] والصخره [PERSON_3]
train_000533,هؤلاء المتبردعون والا رهابيون يلقون كل الدعم من الغرب ليس الا لاثارة الفوضى والنعرات الطائفية فى مصر وتدمير,هؤلاء المتبردعون والا رهابيون يلقون كل الدعم من الغرب ليس الا لاثارة الفوضى والنعرات الطائفية فى [LOC_1] وتدمير
train_000534,الحمد لله مرتاحين من الايجار والله يجزى عمنا خير ويكتر من امثالهم ومشكور على موضيعك الشيقه التى تعالج مشاكل,الحمد لله مرتاحين من الايجار والله يجزى عمنا خير ويكتر من امثالهم ومشكور على موضيعك الشيقه التى تعالج مشاكل
train_000535,ايش ما بدكو احكو المهم والاهم اخذناه وهو . . . 0,ايش ما بدكو احكو المهم والاهم اخذناه وهو . . . 0
train_000536,شفتوا فايدة الهلال على الاندية,شفتوا فايدة [ORG_1] على الاندية
train_000537,كفايه بقا . . . كفايه كدب و سيبونا نعيش عيشه محترمه بلا خوف او قهر . . .,كفايه بقا . . . كفايه كدب و سيبونا نعيش عيشه محترمه بلا خوف او قهر . . .
train_000538,الله يديمكم ويعطيكم الصحة سمو,الله يديمكم ويعطيكم الصحة سمو
