id,example_id,dialect,split
train_002413,mt_dial_lev_c7b48c20,DIAL_LEV,train
train_002417,mt_dial_egy_b61b58cd,DIAL_EGY,train
train_002421,mt_dial_lev_3f5a34c3,DIAL_LEV,train
train_002422,mt_msa_e7f4cbc9,MSA,train
train_002425,mt_dial_egy_dc2f9eb4,DIAL_EGY,train
train_002426,mt_dial_lev_4013ced2,DIAL_LEV,train
train_002431,mt_dial_glf_3daf6513,DIAL_GLF,train
train_002432,mt_dial_egy_9cef7153,DIAL_EGY,train
train_002437,mt_msa_df6e9183,MSA,train
train_002438,mt_msa_c9872340,MSA,train
train_002439,mt_dial_egy_2f739f78,DIAL_EGY,train
train_002441,mt_msa_c1e67484,MSA,train
train_002442,mt_dial_lev_c6e2f06c,DIAL_LEV,train
train_002447,mt_msa_cf4f4762,MSA,train
train_002450,mt_dial_lev_91f5abb9,DIAL_LEV,train
train_002459,mt_dial_glf_35a73607,DIAL_GLF,train
train_002466,mt_dial_glf_74e5a57a,DIAL_GLF,train
train_002468,mt_dial_glf_1dcce711,DIAL_GLF,train
train_002469,mt_dial_egy_9a9d5fdb,DIAL_EGY,train
train_002470,mt_dial_lev_7a7f53d3,DIAL_LEV,train
train_002472,mt_dial_glf_30cf8db1,DIAL_GLF,train
train_002473,mt_msa_f01e8c2e,MSA,train
train_002474,mt_dial_egy_8f2a7271,DIAL_EGY,train
train_002478,mt_msa_2fb6d0a2,MSA,train
train_002479,mt_dial_lev_46d99416,DIAL_LEV,train
train_002487,mt_msa_8013595d,MSA,train
train_002488,mt_msa_42ea52dc,MSA,train
train_002493,mt_dial_lev_ad7fa9e8,DIAL_LEV,train
train_002494,mt_msa_b848c8f5,MSA,train
train_002498,mt_dial_glf_61f557c6,DIAL_GLF,train
train_002502,mt_dial_egy_bdc88bea,DIAL_EGY,train
train_002504,mt_msa_bdb9de77,MSA,train
train_002507,mt_dial_lev_0ff9b12f,DIAL_LEV,train
train_002510,mt_dial_egy_ce252c4f,DIAL_EGY,train
train_002512,mt_dial_egy_b97099d4,DIAL_EGY,train
train_002518,mt_dial_egy_f24aca05,DIAL_EGY,train
train_002521,mt_dial_lev_d1f9a66c,DIAL_LEV,train
train_002522,mt_dial_lev_a45c3767,DIAL_LEV,train
train_002524,mt_msa_126c7e13,MSA,train
train_002527,mt_dial_glf_d34be2d3,DIAL_GLF,train
train_002528,mt_dial_lev_896341de,DIAL_LEV,train
train_002529,mt_dial_glf_f0aa5aef,DIAL_GLF,train
train_002530,mt_dial_egy_2a0e0446,DIAL_EGY,train
train_002533,mt_msa_74dd2d62,MSA,train
train_002535,mt_msa_65d3756e,MSA,train
train_002539,mt_dial_egy_93ff78df,DIAL_EGY,train
train_002540,mt_dial_lev_8a67f293,DIAL_LEV,train
train_002542,mt_dial_lev_0956bd35,DIAL_LEV,train
train_002544,mt_msa_fddbc210,MSA,train
train_002548,mt_dial_glf_05fa9ed4,DIAL_GLF,train
train_002549,mt_dial_glf_468a20fe,DIAL_GLF,train
train_002551,mt_dial_glf_aa04cfa3,DIAL_GLF,train
train_002552,mt_dial_lev_58dcec4d,DIAL_LEV,train
train_002556,mt_dial_egy_c493bfb6,DIAL_EGY,train
train_002558,mt_dial_egy_64d39faf,DIAL_EGY,train
train_002559,mt_dial_egy_7c66d1b9,DIAL_EGY,train
train_002560,mt_msa_02f71bcf,MSA,train
train_002561,mt_dial_lev_abcf00fc,DIAL_LEV,train
train_002564,mt_dial_lev_5c442e3d,DIAL_LEV,train
train_002565,mt_dial_lev_4d523351,DIAL_LEV,train
train_002568,mt_dial_egy_3aaa19a4,DIAL_EGY,train
train_002573,mt_msa_82bd244d,MSA,train
train_002574,mt_msa_effc7e78,MSA,train
train_002577,mt_dial_glf_b701b869,DIAL_GLF,train
train_002579,mt_dial_glf_44290167,DIAL_GLF,train
train_002581,mt_dial_glf_d8ab8742,DIAL_GLF,train
train_002583,mt_dial_glf_db8e3e5f,DIAL_GLF,train
train_002584,mt_dial_glf_e9d1a100,DIAL_GLF,train
train_002597,mt_dial_glf_52b741be,DIAL_GLF,train
train_002602,mt_dial_egy_21cb4b09,DIAL_EGY,train
train_002603,mt_dial_glf_8a80a719,DIAL_GLF,train
train_002604,mt_msa_8817e568,MSA,train
train_002605,mt_msa_11bedb0f,MSA,train
train_002607,mt_dial_glf_20fe73e2,DIAL_GLF,train
train_002608,mt_dial_egy_93c52e17,DIAL_EGY,train
train_002610,mt_dial_egy_7d220730,DIAL_EGY,train
train_002612,mt_dial_egy_1ce000fc,DIAL_EGY,train
train_002615,mt_dial_lev_3d4b1c2f,DIAL_LEV,train
train_002621,mt_dial_glf_0b873535,DIAL_GLF,train
train_002622,mt_dial_glf_1b11d11e,DIAL_GLF,train
train_002623,mt_dial_glf_7e229f57,DIAL_GLF,train
train_002625,mt_msa_801bf186,MSA,train
train_002626,mt_dial_lev_dbc6af15,DIAL_LEV,train
train_002630,mt_dial_egy_d3a46f53,DIAL_EGY,train
train_002636,mt_dial_lev_7f583af7,DIAL_LEV,train
train_002637,mt_dial_lev_fb24a18f,DIAL_LEV,train
train_002640,mt_dial_lev_27fb7bb4,DIAL_LEV,train
train_002643,mt_dial_egy_51a9cd80,DIAL_EGY,train
train_002644,mt_dial_egy_384c99f8,DIAL_EGY,train
train_002647,mt_dial_egy_3064213c,DIAL_EGY,train
train_002648,mt_dial_glf_9bde7417,DIAL_GLF,train
train_002652,mt_dial_lev_b10ffcf3,DIAL_LEV,train
train_002653,mt_dial_lev_77c0003a,DIAL_LEV,train
train_002658,mt_dial_lev_ac41a7ef,DIAL_LEV,train
train_002660,mt_dial_lev_ea5ea5a6,DIAL_LEV,train
train_002662,mt_dial_glf_9bed2851,DIAL_GLF,train
train_002666,mt_dial_egy_5731dd17,DIAL_EGY,train
train_002667,mt_msa_ee19ce76,MSA,train
train_002668,mt_dial_glf_a6ffc22f,DIAL_GLF,train
train_002673,mt_msa_3342b79b,MSA,train
train_002674,mt_dial_egy_0868d5ed,DIAL_EGY,train
train_002675,mt_msa_36c421ef,MSA,train
train_002677,mt_dial_glf_e6e0004a,DIAL_GLF,train
train_002678,mt_msa_55c8d1f4,MSA,train
train_002682,mt_dial_egy_ff6210ce,DIAL_EGY,train
train_002686,mt_dial_glf_c37da2dd,DIAL_GLF,train
train_002688,mt_msa_baaacdb5,MSA,train
train_002693,mt_dial_egy_cd3a9776,DIAL_EGY,train
train_002697,mt_dial_glf_2b995368,DIAL_GLF,train
train_002701,mt_dial_glf_1dd7fd01,DIAL_GLF,train
train_002702,mt_dial_egy_93e0cd54,DIAL_EGY,train
train_002707,mt_dial_egy_1aa5559c,DIAL_EGY,train
train_002711,mt_dial_lev_09c38b0a,DIAL_LEV,train
train_002713,mt_dial_lev_1698f6dd,DIAL_LEV,train
train_002716,mt_dial_egy_9448e390,DIAL_EGY,train
train_002718,mt_dial_lev_3ec81806,DIAL_LEV,train
train_002724,mt_dial_lev_0106b008,DIAL_LEV,train
train_002726,mt_dial_glf_eb9ac714,DIAL_GLF,train
train_002733,mt_msa_7322e4ac,MSA,train
train_002736,mt_dial_lev_2dec0c4e,DIAL_LEV,train
train_002740,mt_dial_egy_3f03d743,DIAL_EGY,train
train_002741,mt_dial_egy_d944a22b,DIAL_EGY,train
train_002742,mt_dial_egy_2f5e618f,DIAL_EGY,train
train_002743,mt_dial_egy_20e865f6,DIAL_EGY,train
train_002747,mt_dial_glf_f9df2134,DIAL_GLF,train
train_002757,mt_dial_egy_18eb46df,DIAL_EGY,train
train_002760,mt_dial_lev_b93aeeb8,DIAL_LEV,train
train_002763,mt_dial_egy_0bfe81f5,DIAL_EGY,train
train_002764,mt_dial_glf_88824982,DIAL_GLF,train
train_002765,mt_dial_lev_e8f16d20,DIAL_LEV,train
train_002766,mt_msa_95154da5,MSA,train
train_002769,mt_dial_lev_67e1c9c8,DIAL_LEV,train
train_002773,mt_dial_egy_40c27649,DIAL_EGY,train
train_002778,mt_msa_e986796f,MSA,train
train_002779,mt_dial_glf_84dc76fa,DIAL_GLF,train
train_002782,mt_msa_1179f96c,MSA,train
train_002787,mt_dial_lev_fa53cf01,DIAL_LEV,train
train_002790,mt_dial_egy_a9521e46,DIAL_EGY,train
train_002792,mt_msa_46f9217a,MSA,train
train_002795,mt_msa_865492a1,MSA,train
train_002796,mt_dial_lev_691d3ffc,DIAL_LEV,train
train_002797,mt_dial_lev_b82de161,DIAL_LEV,train
train_002798,mt_dial_glf_f7412506,DIAL_GLF,train
train_002800,mt_msa_0d1c66c1,MSA,train
train_002801,mt_dial_lev_dfafe4a1,DIAL_LEV,train
train_002802,mt_dial_glf_75cc55b5,DIAL_GLF,train
train_002804,mt_dial_lev_afcd6b93,DIAL_LEV,train
train_002805,mt_dial_lev_1e366da2,DIAL_LEV,train
train_002808,mt_dial_egy_dea0bc82,DIAL_EGY,train
train_002811,mt_dial_egy_e5d2112e,DIAL_EGY,train
train_002812,mt_dial_glf_0ce38b0a,DIAL_GLF,train
train_002814,mt_dial_glf_d038bcac,DIAL_GLF,train
train_002815,mt_dial_lev_c07e6236,DIAL_LEV,train
train_002817,mt_dial_glf_c0e397b6,DIAL_GLF,train
train_002819,mt_msa_f8343973,MSA,train
train_002822,mt_dial_egy_39ada871,DIAL_EGY,train
train_002823,mt_dial_glf_be28987a,DIAL_GLF,train
train_002825,mt_dial_egy_21806dd8,DIAL_EGY,train
train_002826,mt_msa_28839a41,MSA,train
train_002827,mt_msa_b6879b3e,MSA,train
train_002828,mt_dial_egy_89708e50,DIAL_EGY,train
train_002831,mt_dial_lev_cf5f2e4c,DIAL_LEV,train
train_002832,mt_dial_egy_56e51013,DIAL_EGY,train
train_002833,mt_dial_egy_67d14593,DIAL_EGY,train
train_002838,mt_dial_egy_fb9c862c,DIAL_EGY,train
train_002843,mt_dial_lev_126ab445,DIAL_LEV,train
train_002847,mt_msa_ff627f5e,MSA,train
train_002848,mt_dial_lev_17b1cd98,DIAL_LEV,train
train_002849,mt_dial_lev_72b4d0d5,DIAL_LEV,train
train_002850,mt_dial_egy_30033157,DIAL_EGY,train
train_002853,mt_dial_glf_cdebe30b,DIAL_GLF,train
train_002858,mt_dial_lev_abce22ff,DIAL_LEV,train
train_002859,mt_dial_glf_af336ffa,DIAL_GLF,train
train_002860,mt_msa_bd001f38,MSA,train
train_002862,mt_dial_glf_f0a792c8,DIAL_GLF,train
train_002865,mt_msa_8f01573a,MSA,train
train_002867,mt_dial_glf_a8ee9614,DIAL_GLF,train
train_002868,mt_dial_lev_3e09f559,DIAL_LEV,train
train_002871,mt_dial_lev_2a077428,DIAL_LEV,train
train_002872,mt_dial_egy_06366268,DIAL_EGY,train
train_002875,mt_dial_egy_19f82023,DIAL_EGY,train
train_002879,mt_msa_bb881356,MSA,train
train_002882,mt_dial_lev_08006bb7,DIAL_LEV,train
train_002885,mt_msa_861b1e58,MSA,train
train_002887,mt_dial_glf_d7b30bb5,DIAL_GLF,train
train_002888,mt_dial_lev_082f7782,DIAL_LEV,train
train_002893,mt_dial_egy_27f7ffb3,DIAL_EGY,train
train_002894,mt_dial_lev_e00f99ac,DIAL_LEV,train
train_002895,mt_dial_glf_4a1c2e5e,DIAL_GLF,train
train_002899,mt_dial_lev_50a2a7d1,DIAL_LEV,train
train_002905,mt_dial_lev_999cc0a6,DIAL_LEV,train
train_002906,mt_dial_lev_66ce2ab4,DIAL_LEV,train
train_002907,mt_dial_lev_5b038e07,DIAL_LEV,train
train_002910,mt_dial_egy_4f1517d0,DIAL_EGY,train
train_002911,mt_dial_egy_e4e1d45e,DIAL_EGY,train
train_002912,mt_dial_glf_b8caceb8,DIAL_GLF,train
train_002914,mt_dial_egy_8ce0d447,DIAL_EGY,train
train_002915,mt_dial_egy_b3d9cea6,DIAL_EGY,train
train_002916,mt_msa_3a35d05d,MSA,train
train_002917,mt_msa_8cab2865,MSA,train
train_002918,mt_msa_7cf82a1e,MSA,train
train_002920,mt_dial_egy_dff24c3f,DIAL_EGY,train
train_002921,mt_msa_4a71bb30,MSA,train
train_002922,mt_dial_lev_ec8d55e2,DIAL_LEV,train
train_002923,mt_dial_egy_18b58f2b,DIAL_EGY,train
train_002924,mt_dial_lev_5077e8ee,DIAL_LEV,train
train_002928,mt_dial_glf_5a91e913,DIAL_GLF,train
train_002930,mt_msa_88c10a3e,MSA,train
train_002932,mt_dial_lev_dfbd75dd,DIAL_LEV,train
train_002933,mt_dial_lev_0f3bc74e,DIAL_LEV,train
train_002934,mt_dial_lev_3ee8be30,DIAL_LEV,train
train_002935,mt_dial_glf_a2032930,DIAL_GLF,train
train_002936,mt_dial_lev_9e6d20f0,DIAL_LEV,train
train_002938,mt_dial_lev_aa6b85d0,DIAL_LEV,train
train_002942,mt_msa_5319cdf0,MSA,train
train_002943,mt_msa_601ba3e2,MSA,train
train_002947,mt_dial_glf_54957603,DIAL_GLF,train
train_002949,mt_msa_3689987b,MSA,train
train_002952,mt_dial_lev_069b813d,DIAL_LEV,train
train_002953,mt_msa_fa45672c,MSA,train
train_002954,mt_dial_lev_d39f13b0,DIAL_LEV,train
train_002957,mt_dial_egy_774d1b77,DIAL_EGY,train
train_002958,mt_dial_egy_f5b0e319,DIAL_EGY,train
train_002965,mt_dial_egy_da497aec,DIAL_EGY,train
train_002967,mt_dial_glf_19846ac9,DIAL_GLF,train
train_002969,mt_msa_f71af977,MSA,train
train_002976,mt_dial_glf_b88bfdd4,DIAL_GLF,train
train_002979,mt_dial_glf_ac194407,DIAL_GLF,train
train_002980,mt_msa_8cb4add8,MSA,train
train_002982,mt_dial_glf_dc20db7b,DIAL_GLF,train
train_002985,mt_dial_egy_97acd6f8,DIAL_EGY,train
train_002988,mt_dial_lev_f7b34120,DIAL_LEV,train
train_002989,mt_dial_egy_efbd5278,DIAL_EGY,train
train_002990,mt_dial_lev_cf24322f,DIAL_LEV,train
train_002992,mt_dial_lev_5ad958d7,DIAL_LEV,train
train_002993,mt_dial_glf_2c4ffbb2,DIAL_GLF,train
train_002994,mt_dial_lev_5da4f1df,DIAL_LEV,train
train_002996,mt_dial_egy_0c476dd6,DIAL_EGY,train
train_003000,mt_msa_1deadfb9,MSA,train
train_003005,mt_dial_glf_f2ddd6c0,DIAL_GLF,train
train_003006,mt_dial_lev_ec056129,DIAL_LEV,train
train_003010,mt_msa_0753a61c,MSA,train
train_003016,mt_dial_lev_ea24f63b,DIAL_LEV,train
train_003020,mt_dial_lev_f911dc4a,DIAL_LEV,train
train_003021,mt_msa_761424c6,MSA,train
train_003026,mt_dial_glf_1463aa2c,DIAL_GLF,train
train_003037,mt_dial_lev_aa46c9d3,DIAL_LEV,train
train_003039,mt_msa_64b6ec41,MSA,train
train_003040,mt_dial_egy_ea0ebd52,DIAL_EGY,train
train_003043,mt_dial_glf_aeae5cb6,DIAL_GLF,train
train_003044,mt_dial_lev_189c634f,DIAL_LEV,train
train_003045,mt_dial_egy_bd0fc8f7,DIAL_EGY,train
train_003046,mt_dial_egy_d912416e,DIAL_EGY,train
train_003049,mt_dial_lev_524866bf,DIAL_LEV,train
train_003052,mt_dial_egy_8782275c,DIAL_EGY,train
train_003053,mt_msa_b16d45b1,MSA,train
train_003054,mt_dial_egy_8aeaf15f,DIAL_EGY,train
train_003055,mt_msa_50f7b143,MSA,train
train_003059,mt_dial_egy_9d44ac1d,DIAL_EGY,train
train_003060,mt_msa_9bcb7ef9,MSA,train
train_003061,mt_dial_lev_9dcc26f9,DIAL_LEV,train
train_003062,mt_dial_glf_e578586c,DIAL_GLF,train
train_003064,mt_dial_lev_1fd9f7fb,DIAL_LEV,train
train_003071,mt_dial_glf_4fc363b5,DIAL_GLF,train
train_003072,mt_msa_8224f7ed,MSA,train
train_003074,mt_msa_001b3408,MSA,train
train_003076,mt_msa_ae784b24,MSA,train
train_003078,mt_dial_egy_4d8d33cc,DIAL_EGY,train
train_003080,mt_dial_egy_9f1e5b0e,DIAL_EGY,train
train_003084,mt_dial_glf_7e4ab171,DIAL_GLF,train
train_003088,mt_dial_egy_cefab54d,DIAL_EGY,train
train_003089,mt_dial_egy_141f8aa8,DIAL_EGY,train
train_003090,mt_dial_glf_c5c8b968,DIAL_GLF,train
train_003091,mt_dial_lev_6ae8c195,DIAL_LEV,train
train_003093,mt_dial_egy_cc35c8bc,DIAL_EGY,train
train_003097,mt_msa_17cd9353,MSA,train
train_003099,mt_dial_glf_e464863c,DIAL_GLF,train
train_003100,mt_dial_lev_f4ca650a,DIAL_LEV,train
train_003101,mt_msa_f43e787b,MSA,train
train_003105,mt_dial_egy_aa41deb6,DIAL_EGY,train
train_003108,mt_msa_1ba3e80a,MSA,train
train_003114,mt_dial_lev_bd0b7a3f,DIAL_LEV,train
train_003115,mt_dial_glf_4086c2ea,DIAL_GLF,train
train_003121,mt_msa_6d9983fb,MSA,train
train_003122,mt_dial_glf_a61c1a10,DIAL_GLF,train
train_003125,mt_dial_glf_f86424bd,DIAL_GLF,train
train_003126,mt_dial_glf_f0904ae5,DIAL_GLF,train
train_003130,mt_dial_lev_76eea539,DIAL_LEV,train
train_003131,mt_dial_lev_68ac0d85,DIAL_LEV,train
train_003132,mt_dial_egy_0e924ff0,DIAL_EGY,train
train_003135,mt_dial_glf_4f783a99,DIAL_GLF,train
train_003137,mt_dial_glf_300d6353,DIAL_GLF,train
train_003140,mt_dial_egy_6f825a73,DIAL_EGY,train
train_003141,mt_dial_egy_aee061f6,DIAL_EGY,train
train_003142,mt_dial_lev_83b5df15,DIAL_LEV,train
train_003143,mt_dial_egy_daac6b96,DIAL_EGY,train
train_003145,mt_dial_glf_d3e0ae42,DIAL_GLF,train
train_003147,mt_dial_lev_d22acc23,DIAL_LEV,train
train_003149,mt_dial_glf_b2e6b55f,DIAL_GLF,train
train_003153,mt_dial_glf_f4b386fa,DIAL_GLF,train
train_003156,mt_msa_d561d65c,MSA,train
train_003158,mt_dial_egy_178a6893,DIAL_EGY,train
train_003159,mt_dial_glf_3a503e65,DIAL_GLF,train
train_003163,mt_dial_egy_348f03b2,DIAL_EGY,train
train_003165,mt_dial_lev_c3375c9c,DIAL_LEV,train
train_003168,mt_dial_glf_dd33a397,DIAL_GLF,train
train_003176,mt_dial_lev_4052d984,DIAL_LEV,train
train_003179,mt_dial_egy_0edc5c1f,DIAL_EGY,train
train_003181,mt_dial_lev_09e36b48,DIAL_LEV,train
train_003183,mt_dial_lev_dade3c2a,DIAL_LEV,train
train_003184,mt_msa_7315d071,MSA,train
train_003185,mt_dial_egy_eb81f607,DIAL_EGY,train
train_003186,mt_dial_lev_ed392b28,DIAL_LEV,train
train_003190,mt_msa_1543d7e3,MSA,train
train_003191,mt_dial_lev_5d214fd7,DIAL_LEV,train
train_003197,mt_msa_35e4688d,MSA,train
train_003198,mt_dial_lev_4ebbe6a3,DIAL_LEV,train
train_003200,mt_msa_24993696,MSA,train
train_003204,mt_dial_lev_0dff25f3,DIAL_LEV,train
train_003205,mt_dial_egy_89a9bc34,DIAL_EGY,train
train_003207,mt_msa_0461ce31,MSA,train
train_003210,mt_msa_3b8f5751,MSA,train
train_003211,mt_dial_glf_6c42e5df,DIAL_GLF,train
train_003214,mt_dial_egy_9f6944d9,DIAL_EGY,train
train_003215,mt_dial_lev_8fccc7fe,DIAL_LEV,train
train_003217,mt_msa_fde4e6c1,MSA,train
train_003219,mt_dial_egy_92ce87d5,DIAL_EGY,train
train_003221,mt_dial_egy_a73f98a5,DIAL_EGY,train
train_003222,mt_dial_glf_a95f30ad,DIAL_GLF,train
train_003223,mt_dial_glf_ce1a675d,DIAL_GLF,train
train_003224,mt_dial_lev_d3c03be1,DIAL_LEV,train
train_003231,mt_dial_egy_9db1d147,DIAL_EGY,train
train_003233,mt_dial_egy_8a9d0141,DIAL_EGY,train
train_003234,mt_dial_glf_4a435f5c,DIAL_GLF,train
train_003240,mt_dial_lev_f46e622b,DIAL_LEV,train
train_003242,mt_dial_egy_307dfd5f,DIAL_EGY,train
train_003243,mt_dial_egy_5f201213,DIAL_EGY,train
train_003246,mt_msa_fe0593bb,MSA,train
train_003249,mt_dial_glf_f6c6b469,DIAL_GLF,train
train_003258,mt_dial_egy_a6abc89c,DIAL_EGY,train
train_003261,mt_msa_c7e43327,MSA,train
train_003263,mt_dial_lev_d1558fd7,DIAL_LEV,train
train_003264,mt_dial_glf_f2fbb0e7,DIAL_GLF,train
train_003268,mt_dial_lev_14c0f05b,DIAL_LEV,train
train_003270,mt_dial_lev_c780b71c,DIAL_LEV,train
train_003271,mt_dial_lev_00f42c91,DIAL_LEV,train
train_003272,mt_dial_egy_7ebaed3a,DIAL_EGY,train
train_003275,mt_dial_egy_d5d8fd56,DIAL_EGY,train
train_003276,mt_msa_eb3929c6,MSA,train
train_003281,mt_dial_egy_6049c0e9,DIAL_EGY,train
train_003282,mt_dial_egy_c5b9be4b,DIAL_EGY,train
train_003283,mt_dial_lev_cd8a8871,DIAL_LEV,train
train_003286,mt_dial_lev_65d01c6d,DIAL_LEV,train
train_003287,mt_msa_0df7e97d,MSA,train
train_003293,mt_dial_lev_a4c32ab8,DIAL_LEV,train
train_003295,mt_msa_79cf59ef,MSA,train
train_003298,mt_dial_egy_736f87f7,DIAL_EGY,train
train_003304,mt_dial_glf_71384af0,DIAL_GLF,train
train_003307,mt_msa_911f7373,MSA,train
train_003309,mt_dial_egy_d39e2ece,DIAL_EGY,train
train_003310,mt_dial_glf_610a772d,DIAL_GLF,train
train_003312,mt_dial_egy_81532992,DIAL_EGY,train
train_003314,mt_dial_lev_96ac0556,DIAL_LEV,train
train_003316,mt_msa_0263ee60,MSA,train
train_003317,mt_msa_6d54c0b3,MSA,train
train_003322,mt_dial_glf_f5a1d99e,DIAL_GLF,train
train_003326,mt_dial_egy_19818380,DIAL_EGY,train
train_003327,mt_dial_glf_386d6dc7,DIAL_GLF,train
train_003328,mt_dial_lev_5c048b20,DIAL_LEV,train
train_003331,mt_dial_egy_fc66ab65,DIAL_EGY,train
train_003337,mt_msa_33fce767,MSA,train
train_003338,mt_dial_egy_d3cb27f8,DIAL_EGY,train
train_003339,mt_dial_glf_1eff2dd2,DIAL_GLF,train
train_003345,mt_dial_lev_628f4fd5,DIAL_LEV,train
train_003346,mt_dial_lev_9fef23c2,DIAL_LEV,train
train_003347,mt_dial_egy_20d71389,DIAL_EGY,train
train_003349,mt_dial_lev_5c77912f,DIAL_LEV,train
train_003351,mt_dial_lev_bb75fba4,DIAL_LEV,train
train_003356,mt_msa_c3f87b30,MSA,train
train_003357,mt_dial_glf_6d91c8f7,DIAL_GLF,train
train_003358,mt_msa_04b99f2b,MSA,train
train_003359,mt_msa_13296017,MSA,train
train_003360,mt_dial_glf_4ea1d6ec,DIAL_GLF,train
train_003362,mt_dial_egy_70f69e3b,DIAL_EGY,train
train_003364,mt_msa_33ab2565,MSA,train
train_003372,mt_dial_egy_2c7f9a4d,DIAL_EGY,train
train_003374,mt_msa_d1b923fa,MSA,train
train_003375,mt_dial_lev_8d944d10,DIAL_LEV,train
train_003377,mt_dial_lev_8edcf4aa,DIAL_LEV,train
train_003379,mt_dial_lev_a8e5fc0e,DIAL_LEV,train
train_003380,mt_msa_399c69a5,MSA,train
train_003381,mt_dial_egy_3095e569,DIAL_EGY,train
train_003383,mt_dial_egy_a4c16704,DIAL_EGY,train
train_003388,mt_dial_glf_ffa32570,DIAL_GLF,train
train_003392,mt_dial_lev_0f974f27,DIAL_LEV,train
train_003397,mt_dial_egy_6d65757c,DIAL_EGY,train
train_003404,mt_msa_73419423,MSA,train
train_003406,mt_dial_egy_b4630ca6,DIAL_EGY,train
train_003408,mt_dial_egy_49e0d902,DIAL_EGY,train
train_003412,mt_msa_538d6017,MSA,train
train_003414,mt_dial_egy_72a98002,DIAL_EGY,train
train_003418,mt_dial_lev_d5a4131b,DIAL_LEV,train
train_003419,mt_dial_egy_4726a275,DIAL_EGY,train
train_003420,mt_dial_egy_fa648129,DIAL_EGY,train
train_003422,mt_dial_lev_0653c574,DIAL_LEV,train
train_003425,mt_dial_glf_be4bf011,DIAL_GLF,train
train_003426,mt_msa_6bc09c81,MSA,train
train_003428,mt_msa_e4665f89,MSA,train
train_003429,mt_dial_lev_7bcaa5c6,DIAL_LEV,train
train_003434,mt_msa_4878c473,MSA,train
train_003435,mt_dial_egy_598ee600,DIAL_EGY,train
train_003437,mt_dial_egy_6525f57b,DIAL_EGY,train
train_003438,mt_dial_lev_c16f6168,DIAL_LEV,train
train_003440,mt_dial_glf_d2b63f9a,DIAL_GLF,train
train_003441,mt_msa_a7b3fed7,MSA,train
train_003442,mt_dial_lev_7c6932ea,DIAL_LEV,train
train_003444,mt_dial_lev_43548f62,DIAL_LEV,train
train_003445,mt_dial_glf_33407757,DIAL_GLF,train
train_003447,mt_msa_9ef3601d,MSA,train
train_003449,mt_dial_lev_baa0cbbd,DIAL_LEV,train
train_003451,mt_dial_lev_a626b946,DIAL_LEV,train
train_003453,mt_dial_egy_d6619b42,DIAL_EGY,train
train_003455,mt_dial_lev_57b256a8,DIAL_LEV,train
train_003456,mt_msa_7b80b253,MSA,train
train_003457,mt_dial_glf_dbcdaa91,DIAL_GLF,train
train_003459,mt_msa_3f4a9520,MSA,train
train_003460,mt_dial_egy_86e9b502,DIAL_EGY,train
train_003462,mt_dial_glf_852a33aa,DIAL_GLF,train
train_003463,mt_dial_egy_d805a292,DIAL_EGY,train
train_003466,mt_dial_glf_21074a96,DIAL_GLF,train
train_003467,mt_dial_egy_f915e801,DIAL_EGY,train
train_003477,mt_msa_dfd55c24,MSA,train
train_003478,mt_dial_lev_9a204bfe,DIAL_LEV,train
train_003481,mt_dial_lev_ef351505,DIAL_LEV,train
train_003482,mt_dial_lev_f49d533f,DIAL_LEV,train
train_003485,mt_dial_egy_4a923b49,DIAL_EGY,train
train_003492,mt_dial_egy_1232ca6f,DIAL_EGY,train
train_003493,mt_dial_glf_51b0d9a5,DIAL_GLF,train
train_003495,mt_dial_glf_b6a6e3a8,DIAL_GLF,train
train_003497,mt_msa_0b144f75,MSA,train
train_003499,mt_dial_lev_3496d1fc,DIAL_LEV,train
train_003502,mt_dial_lev_0ce3c4b8,DIAL_LEV,train
train_003504,mt_dial_egy_95d4957e,DIAL_EGY,train
train_003506,mt_dial_glf_64c10c05,DIAL_GLF,train
train_003508,mt_msa_4b65df0f,MSA,train
train_003509,mt_dial_glf_63ac6b9f,DIAL_GLF,train
train_003512,mt_dial_glf_6876fe9c,DIAL_GLF,train
train_003515,mt_dial_lev_b8dfcb47,DIAL_LEV,train
train_003516,mt_dial_egy_9a051fe7,DIAL_EGY,train
train_003517,mt_dial_glf_c090e41d,DIAL_GLF,train
train_003520,mt_dial_egy_2c7af367,DIAL_EGY,train
train_003521,mt_dial_glf_1856c625,DIAL_GLF,train
train_003525,mt_dial_egy_67e92cde,DIAL_EGY,train
train_003530,mt_dial_egy_d2ea2103,DIAL_EGY,train
train_003532,mt_dial_lev_ebdb879b,DIAL_LEV,train
train_003534,mt_dial_lev_9aab558c,DIAL_LEV,train
train_003537,mt_dial_glf_d531ec7b,DIAL_GLF,train
train_003540,mt_dial_egy_94ab6700,DIAL_EGY,train
train_003541,mt_dial_glf_fcc7cac0,DIAL_GLF,train
train_003545,mt_dial_lev_a5302369,DIAL_LEV,train
train_003547,mt_dial_glf_86f10ce0,DIAL_GLF,train
train_003557,mt_dial_egy_ba54267d,DIAL_EGY,train
train_003561,mt_dial_lev_0b590c52,DIAL_LEV,train
train_003563,mt_dial_lev_23f1fba3,DIAL_LEV,train
train_003565,mt_dial_egy_807ce752,DIAL_EGY,train
train_003567,mt_msa_289c75f1,MSA,train
train_003568,mt_dial_egy_eef622f6,DIAL_EGY,train
train_003570,mt_msa_481777df,MSA,train
