id,Usage,original_text,masked_text,mask_spans_json
test_000332,Public,انا حاسس ان البردعى بقى بعبع النظام يعنىبقى نصير الغلابه فى الشعب لان النظام بعبع الغلابه صح كده والا,انا حاسس ان [PERSON_1] بقى بعبع النظام يعنىبقى نصير الغلابه فى الشعب لان النظام بعبع الغلابه صح كده والا,"[{""start"": 12, ""end"": 19, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""البردعى"", ""mask_type"": ""PERSON""}]"
test_000335,Public,حينما اتهم اليهود هتلر كانوا يريدون من العالم اعتبار الأمر جريمة لاتغتفر ، أما الأسرى الفلسطينيون فلاينبغي ، في نظر اليهود ، إزعاج اليهود بشأنهم,حينما اتهم اليهود [PERSON_1] كانوا يريدون من العالم اعتبار الأمر جريمة لاتغتفر ، أما الأسرى ال[LOC_1]ون فلاينبغي ، في نظر اليهود ، إزعاج اليهود بشأنهم,"[{""start"": 18, ""end"": 22, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""هتلر"", ""mask_type"": ""PERSON""}, {""start"": 88, ""end"": 95, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""فلسطيني"", ""mask_type"": ""LOC""}]"
test_000336,Public,ملاحظة اخيرة : اهل نجد معروف عنهم الشدة وهذي ايجابية,ملاحظة اخيرة : اهل [LOC_1] معروف عنهم الشدة وهذي ايجابية,"[{""start"": 19, ""end"": 22, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""نجد"", ""mask_type"": ""LOC""}]"
test_000338,Public,الحق على وزارة العمل اللي ما بتابع مكاتب استقدام العاملات والعمال وبتركولهم الحبل على,الحق على [ORG_1] اللي ما بتابع مكاتب استقدام العاملات والعمال وبتركولهم الحبل على,"[{""start"": 9, ""end"": 20, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""وزارة العمل"", ""mask_type"": ""ORG""}]"
test_000339,Public,بالتوفيق لليمن وجميع الدول المشاركه الف مبروك,بالتوفيق ل[LOC_1] وجميع الدول المشاركه الف مبروك,"[{""start"": 10, ""end"": 14, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""ليمن"", ""mask_type"": ""LOC""}]"
test_000340,Public,مشان الله ارحمنونا والله هنا في السعودية البنزين أرخص من الماء أنا ما بطالب الحكومة تخفض أسعار البنزين عشان يصير ببلاش بس مشان الله ارحمونا وارحموا المواطن الغلبان والله ظلم يا حكومه والله ظلم ، احنا راجعين كمان 10 أيام اجازه والله نكدتوا علينا بها القرار,مشان الله ارحمنونا والله هنا في [LOC_1] البنزين أرخص من الماء أنا ما بطالب الحكومة تخفض أسعار البنزين عشان يصير ببلاش بس مشان الله ارحمونا وارحموا المواطن الغلبان والله ظلم يا حكومه والله ظلم ، احنا راجعين كمان [NUM_1] أيام اجازه والله نكدتوا علينا بها القرار,"[{""start"": 32, ""end"": 40, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""السعودية"", ""mask_type"": ""LOC""}, {""start"": 212, ""end"": 214, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""10"", ""mask_type"": ""NUM""}]"
test_000341,Public,ربنا معاك يازمالك وانت وسط الظلم,ربنا معاك يا[ORG_1] وانت وسط الظلم,"[{""start"": 12, ""end"": 17, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""زمالك"", ""mask_type"": ""ORG""}]"
test_000343,Public,أتمنى من أن المعرض يقام في جميع مدن المملكة الرئيسية مثل جدة والدمام والمناطق الشمالية والجنوبية,أتمنى من أن المعرض يقام في جميع مدن [LOC_1] الرئيسية مثل [LOC_2] و[LOC_3] والمناطق الشمالية والجنوبية,"[{""start"": 36, ""end"": 43, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""المملكة"", ""mask_type"": ""LOC""}, {""start"": 57, ""end"": 60, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""جدة"", ""mask_type"": ""LOC""}, {""start"": 62, ""end"": 68, ""placeholder"": ""[LOC_3]"", ""surface_form"": ""الدمام"", ""mask_type"": ""LOC""}]"
test_000345,Public,ممكن اعرف مصدر هالمعلومة ( نسبة الجمال بالمغرب 70 % ) لوسمحت اوهي مبنيه على مارايت وسمعت فقط . !,ممكن اعرف مصدر هالمعلومة ( نسبة الجمال ب[LOC_1] [NUM_1] % ) لوسمحت اوهي مبنيه على مارايت وسمعت فقط . !,"[{""start"": 40, ""end"": 46, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""المغرب"", ""mask_type"": ""LOC""}, {""start"": 47, ""end"": 49, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""70"", ""mask_type"": ""NUM""}]"
test_000346,Public,يا جماعه محنا مكلوفين بهم مره البحرين ومره بنقلادش ومره كوبا ومره باكستان ومره الهند ومره امريكا يكفي يرحم والديكم نبي مدن طبيه في كل مدينه نبي تجهيز عالي في كل المستشفيات نبي مقرات عاليه المواصفات للدراسه الله يوفقك يا بو متعب وينصرك ويسدد,يا جماعه محنا مكلوفين بهم مره [LOC_1] ومره [LOC_2] ومره [LOC_3] ومره [LOC_4] ومره [LOC_5] ومره [LOC_6] يكفي يرحم والديكم نبي مدن طبيه في كل مدينه نبي تجهيز عالي في كل المستشفيات نبي مقرات عاليه المواصفات للدراسه الله يوفقك يا [PERSON_1] وينصرك ويسدد,"[{""start"": 30, ""end"": 37, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""البحرين"", ""mask_type"": ""LOC""}, {""start"": 43, ""end"": 50, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""بنقلادش"", ""mask_type"": ""LOC""}, {""start"": 56, ""end"": 60, ""placeholder"": ""[LOC_3]"", ""surface_form"": ""كوبا"", ""mask_type"": ""LOC""}, {""start"": 66, ""end"": 73, ""placeholder"": ""[LOC_4]"", ""surface_form"": ""باكستان"", ""mask_type"": ""LOC""}, {""start"": 79, ""end"": 84, ""placeholder"": ""[LOC_5]"", ""surface_form"": ""الهند"", ""mask_type"": ""LOC""}, {""start"": 90, ""end"": 96, ""placeholder"": ""[LOC_6]"", ""surface_form"": ""امريكا"", ""mask_type"": ""LOC""}, {""start"": 220, ""end"": 227, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""بو متعب"", ""mask_type"": ""PERSON""}]"
test_000347,Public,عفواً مقالك مخالف للواقع نحن في عام 1431 وليس قبل 20 عاما كما تستشهد يعلم الله ان ابسط الضروريات لا توفر لنا كموظفين حكوميين حتى الكرسي والله العظيم نشتريه وانت قاعد تقول شاهي وقهوه ودلال ومدري ايش والله مانحصل ربع مزاياكم ( شهره - واسطه - تامين صحي - بدلات وفوق هذا كله تقدر تسوي شغل شهر وتسلمه وانت نايم في بيتك ) انا الى الان مجموع ماصرفته من جيبي الخاص حوالي ال 25 الف من وسائل وتقنيات استخدمها ( لايمكن توفر لي ) الكرسي اللي اجلس عليه اقلامي تصوير اوراق البنات ممنوع نصور بالمدرسه فنصور على حسابنا الحسد,عفواً مقالك مخالف للواقع نحن في عام [DATE_1] وليس قبل [NUM_1] عاما كما تستشهد يعلم الله ان ابسط الضروريات لا توفر لنا كموظفين حكوميين حتى الكرسي والله العظيم نشتريه وانت قاعد تقول شاهي وقهوه ودلال ومدري ايش والله مانحصل ربع مزاياكم ( شهره - واسطه - تامين صحي - بدلات وفوق هذا كله تقدر تسوي شغل شهر وتسلمه وانت نايم في بيتك ) انا الى الان مجموع ماصرفته من جيبي الخاص حوالي ال [NUM_2] الف من وسائل وتقنيات استخدمها ( لايمكن توفر لي ) الكرسي اللي اجلس عليه اقلامي تصوير اوراق البنات ممنوع نصور بالمدرسه فنصور على حسابنا الحسد,"[{""start"": 36, ""end"": 40, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""1431"", ""mask_type"": ""DATE""}, {""start"": 50, ""end"": 52, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""20"", ""mask_type"": ""NUM""}, {""start"": 366, ""end"": 368, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""25"", ""mask_type"": ""NUM""}]"
test_000348,Public,و بدل ما تشتري كيلوا اشتروا 100,و بدل ما تشتري كيلوا اشتروا [NUM_1],"[{""start"": 28, ""end"": 31, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""100"", ""mask_type"": ""NUM""}]"
test_000349,Public,دورة مدربين كبيرة بجهود كبيرة من لجنة المدربين ومن الاتحاد نتمنى مزيدا من التوفيق ومزيدا من النجاح مع شكر لكل من ساهم بأنجاح هذه,دورة مدربين كبيرة بجهود كبيرة من لجنة المدربين ومن [ORG_1] نتمنى مزيدا من التوفيق ومزيدا من النجاح مع شكر لكل من ساهم بأنجاح هذه,"[{""start"": 51, ""end"": 58, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الاتحاد"", ""mask_type"": ""ORG""}]"
test_000350,Public,شكلهم صرفوا نضر عن الحكام الرومانيين على شان ما تجي البلبله والبيانات ، ، بس الهلال قدها مهما كان حكم سعودي حكم اجنبي . . بالتوفيق للزعيم ، ، وإن شاء الله نشوف مبارات حلوه خاليه من المشاحنات .,شكلهم صرفوا نضر عن الحكام الرومانيين على شان ما تجي البلبله والبيانات ، ، بس [ORG_1] قدها مهما كان حكم سعودي حكم اجنبي . . بالتوفيق للزعيم ، ، وإن شاء الله نشوف مبارات حلوه خاليه من المشاحنات .,"[{""start"": 77, ""end"": 83, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}]"
test_000352,Public,الى الرمثا تحييه وحداتييه سموريه مليئه بالورود الجوريه وأرجوامن كل الانديه ان تحذوا خلف الرمثا بهذا الاسلوب الكبير والذي لن ينسى لهم وسيجل لهم في سجل شرف نادي الوحدات واذا الانديه كلها كانت هيك فالكره الاردنيه,الى [LOC_1] تحييه وحداتييه سموريه مليئه بالورود الجوريه وأرجوامن كل الانديه ان تحذوا خلف [LOC_1] بهذا الاسلوب الكبير والذي لن ينسى لهم وسيجل لهم في سجل شرف نادي [ORG_1] واذا الانديه كلها كانت هيك فالكره [LOC_2],"[{""start"": 4, ""end"": 10, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الرمثا"", ""mask_type"": ""LOC""}, {""start"": 88, ""end"": 94, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الرمثا"", ""mask_type"": ""LOC""}, {""start"": 159, ""end"": 166, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 201, ""end"": 209, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""الاردنيه"", ""mask_type"": ""LOC""}]"
test_000353,Public,شكلك والكثير من المشجعين الاخرين ما فهمتوا المقصود افضل فريق خلال ال 100,شكلك والكثير من المشجعين الاخرين ما فهمتوا المقصود افضل فريق خلال ال [NUM_1],"[{""start"": 69, ""end"": 72, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""100"", ""mask_type"": ""NUM""}]"
test_000354,Public,عراسي يا وحدات والف الف الف,عراسي يا [ORG_1] والف الف الف,"[{""start"": 9, ""end"": 14, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""وحدات"", ""mask_type"": ""ORG""}]"
test_000355,Public,@ هذا سعود الدوسري والا واحد يشبهه :,@ هذا [PERSON_1] والا واحد يشبهه :,"[{""start"": 6, ""end"": 18, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سعود الدوسري"", ""mask_type"": ""PERSON""}]"
test_000356,Public,ياما سقطت بكوع رادوي أكثر من مره حتى هذه المباراة رادوي استخدم كوعه مع احمد عباس واللي عليك ياهلال اكثر من اللي لك والفاهم يفهم,ياما سقطت بكوع [PERSON_1] أكثر من مره حتى هذه المباراة [PERSON_1] استخدم كوعه مع [PERSON_2] واللي عليك يا[ORG_1] اكثر من اللي لك والفاهم يفهم,"[{""start"": 15, ""end"": 20, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رادوي"", ""mask_type"": ""PERSON""}, {""start"": 50, ""end"": 55, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رادوي"", ""mask_type"": ""PERSON""}, {""start"": 71, ""end"": 80, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""احمد عباس"", ""mask_type"": ""PERSON""}, {""start"": 94, ""end"": 98, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""هلال"", ""mask_type"": ""ORG""}]"
test_000360,Public,شو علاقتنا باسبانيا ولا نسيوا الناس مين طرد المسلمين من اسبانيا / بسببها ماتت امرأه لا حول ولا قوه الا بالله العلي,شو علاقتنا ب[LOC_1] ولا نسيوا الناس مين طرد المسلمين من [LOC_1] / بسببها ماتت امرأه لا حول ولا قوه الا بالله العلي,"[{""start"": 12, ""end"": 19, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسبانيا"", ""mask_type"": ""LOC""}, {""start"": 56, ""end"": 63, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسبانيا"", ""mask_type"": ""LOC""}]"
test_000362,Public,وانا اويد البحث لين نوصل لورد عسا الله يرجعه بسلامه ودعي من الله ان لا يكون اصابه,وانا اويد البحث لين نوصل ل[PERSON_1] عسا الله يرجعه بسلامه ودعي من الله ان لا يكون اصابه,"[{""start"": 26, ""end"": 29, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ورد"", ""mask_type"": ""PERSON""}]"
test_000365,Public,نظرا للمساعدات التي تقدمها امريكا لدول البؤر الساخنه في العالم وما يمثله الاردن من استقرار وتعاون في المنظومه,نظرا للمساعدات التي تقدمها [LOC_1] لدول البؤر الساخنه في العالم وما يمثله [LOC_2] من استقرار وتعاون في المنظومه,"[{""start"": 27, ""end"": 33, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""امريكا"", ""mask_type"": ""LOC""}, {""start"": 73, ""end"": 79, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""الاردن"", ""mask_type"": ""LOC""}]"
test_000366,Public,دعم من السعودية ما يهمك يا,دعم من [LOC_1] ما يهمك يا,"[{""start"": 7, ""end"": 15, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""السعودية"", ""mask_type"": ""LOC""}]"
test_000371,Public,يعني بدل ما تنامو مره السبت نامو,يعني بدل ما تنامو مره [DATE_1] نامو,"[{""start"": 22, ""end"": 27, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""السبت"", ""mask_type"": ""DATE""}]"
test_000372,Public,مشاكل العروس وأستهلكناه وأشبعناه حكي . . وتعرف ونعرف إن ربيعنا ما بهم طب وحريمنا يموتن بالطهبله ( المهايط ) وبعض رجالنا ( خريف ديدي ) ونقول ونشتكي من العنوسه وعزوف الشباب عن الزواج !,مشاكل العروس وأستهلكناه وأشبعناه حكي . . وتعرف ونعرف إن ربيعنا ما بهم طب وحريمنا يموتن بالطهبله ( المهايط ) وبعض رجالنا ( خريف [PERSON_1] ) ونقول ونشتكي من العنوسه وعزوف الشباب عن الزواج !,"[{""start"": 127, ""end"": 131, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ديدي"", ""mask_type"": ""PERSON""}]"
test_000373,Public,عمرو زكي ييشتم بدون صوت,[PERSON_1] ييشتم بدون صوت,"[{""start"": 0, ""end"": 8, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""عمرو زكي"", ""mask_type"": ""PERSON""}]"
test_000376,Public,هتقول إيه . . زودت فقرهم و بعت نصيبهم في البلد و عطلت الزراعة و بيعت المصانع و طبقت الأجندة الأمريكية بحذفيرها ! !,هتقول إيه . . زودت فقرهم و بعت نصيبهم في البلد و عطلت الزراعة و بيعت المصانع و طبقت الأجندة [LOC_1] بحذفيرها ! !,"[{""start"": 92, ""end"": 101, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الأمريكية"", ""mask_type"": ""LOC""}]"
test_000378,Public,المهم الوحدات يحصل على كل البطولات وان يبتعد عن,المهم [ORG_1] يحصل على كل البطولات وان يبتعد عن,"[{""start"": 6, ""end"": 13, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}]"
test_000382,Public,الصقر والعميد احسن لاعب في افريقيا 2010 وعلشان كده بيحقدو عليه ونفسي الصقر يستعيد مستواه علشان يكون رده عليهم في الملعب ويعرفو مين هو احمد حسن وانشاء الله الدوري للاهلي اهلاوي حتي,الصقر والعميد احسن لاعب في [LOC_1] [DATE_1] وعلشان كده بيحقدو عليه ونفسي الصقر يستعيد مستواه علشان يكون رده عليهم في الملعب ويعرفو مين هو [PERSON_1] وانشاء الله الدوري ل[ORG_1] اهلاوي حتي,"[{""start"": 27, ""end"": 34, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""افريقيا"", ""mask_type"": ""LOC""}, {""start"": 35, ""end"": 39, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""2010"", ""mask_type"": ""DATE""}, {""start"": 134, ""end"": 142, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""احمد حسن"", ""mask_type"": ""PERSON""}, {""start"": 163, ""end"": 168, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""لاهلي"", ""mask_type"": ""ORG""}]"
test_000383,Public,المفروض كل واحد يشتبة باي واحد مثل ذلك بس يراقبة ثلاثة ايام وبعدين بينكشف المخفي والله يلطف في,المفروض كل واحد يشتبة باي واحد مثل ذلك بس يراقبة [DATE_1] وبعدين بينكشف المخفي والله يلطف في,"[{""start"": 49, ""end"": 59, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""ثلاثة ايام"", ""mask_type"": ""DATE""}]"
test_000385,Public,مسكينة يا إتش بي ضحكوا عليك واشتريت شركة خسرانة ما منها,مسكينة يا [ORG_1] ضحكوا عليك واشتريت شركة خسرانة ما منها,"[{""start"": 10, ""end"": 16, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""إتش بي"", ""mask_type"": ""ORG""}]"
test_000387,Public,رد على رقم ( 6 ) احمد صالح : اختلاف درجات الحرارة فى النشرةعن درجات الحرارةالتى نشعر بها لان الدرجة الموجودة فى النشرة تسجل فى الظل فتكون اقل من الحرارة الحقيقية,رد على رقم ( [NUM_1] ) [PERSON_1] : اختلاف درجات الحرارة فى النشرةعن درجات الحرارةالتى نشعر بها لان الدرجة الموجودة فى النشرة تسجل فى الظل فتكون اقل من الحرارة الحقيقية,"[{""start"": 13, ""end"": 14, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""6"", ""mask_type"": ""NUM""}, {""start"": 17, ""end"": 26, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""احمد صالح"", ""mask_type"": ""PERSON""}]"
test_000389,Public,جمهور الفيصلي دائما بيفرحوا وملوا من كتر الفرح الدور والباقي على جمهور الوحدات يفرح خارجيا مساكين طول عمرهم بيستنوا بس مافي نتيجه فريقهم دائما جسر عبور للفرق الاخري وفي الاخر بيبرروا وبيقولوا مجموعتنا قويه الله مع اسود الاردن حتى يكمل مسيرة الفيصلي الزعيم في البطولات,جمهور [ORG_1] دائما بيفرحوا وملوا من كتر الفرح الدور والباقي على جمهور [ORG_2] يفرح خارجيا مساكين طول عمرهم بيستنوا بس مافي نتيجه فريقهم دائما جسر عبور للفرق الاخري وفي الاخر بيبرروا وبيقولوا مجموعتنا قويه الله مع اسود [LOC_1] حتى يكمل مسيرة [ORG_1] الزعيم في البطولات,"[{""start"": 6, ""end"": 13, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفيصلي"", ""mask_type"": ""ORG""}, {""start"": 71, ""end"": 78, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 219, ""end"": 225, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الاردن"", ""mask_type"": ""LOC""}, {""start"": 241, ""end"": 248, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الفيصلي"", ""mask_type"": ""ORG""}]"
test_000390,Public,إلى لجنة المتابعة بالمجاس أود أن أحيطكم علمابأن التأمينات قد تحايلت على صرف بدل غلاء المعيشة الذي أقره مجلس الوزراء بناءا على توصيتكم وذلك بقيامها بإستبعاد الجزء الخاص بالعائلة مما أدى إلى حصول المتقاعد فقط على 4 % لأن الجزء المستبعد يمثل خمس المعاش 20 % 0 نرجو مسألتها ومطالبتها بإقراره حسب نص القرار,إلى لجنة المتابعة بالمجاس أود أن أحيطكم علمابأن [ORG_1] قد تحايلت على صرف بدل غلاء المعيشة الذي أقره [ORG_2] بناءا على توصيتكم وذلك بقيامها بإستبعاد الجزء الخاص بالعائلة مما أدى إلى حصول المتقاعد فقط على [NUM_1]% لأن الجزء المستبعد يمثل خمس المعاش [NUM_2]% 0 نرجو مسألتها ومطالبتها بإقراره حسب نص القرار,"[{""start"": 48, ""end"": 57, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""التأمينات"", ""mask_type"": ""ORG""}, {""start"": 103, ""end"": 115, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""مجلس الوزراء"", ""mask_type"": ""ORG""}, {""start"": 211, ""end"": 213, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""4 "", ""mask_type"": ""NUM""}, {""start"": 250, ""end"": 253, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""20 "", ""mask_type"": ""NUM""}]"
test_000394,Public,البدري راجل فاهم هو بيعمل ايه :,[PERSON_1] راجل فاهم هو بيعمل ايه :,"[{""start"": 0, ""end"": 6, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""البدري"", ""mask_type"": ""PERSON""}]"
test_000395,Public,و اللا على راسه ريشه عشان امريكا كانت معاه,و اللا على راسه ريشه عشان [LOC_1] كانت معاه,"[{""start"": 26, ""end"": 32, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""امريكا"", ""mask_type"": ""LOC""}]"
test_000396,Public,ياعم ايمن انا بحس انك بتغلوش على الجمعية الوطنية للتغيير ياعم طب ساعدهم اتكلم فى نفس الموضوع النقاط السبعة المفروض كل المعارضة تتفق عليها علشان تمثل جبهه قوية امام النظام مش نتكلم فى برنامج حزب الغد غد ايه انت بتضحك على نفسك ولا على الناس اقف جنب الدكتور محمد البرادعى وخاولوا سويا مع المعارضة ان تتفقوا على البيان وتساعدوا فى ان اعضاء احزابكم واهلهم واصحابهم يمضوا على البيان والعدد يزيد ويثبت للنظام انهم فى ناحية والشعب والمعارضة فى ناحية تانية يمكن يختشوا على دمهم مرة ويوافقوا على التغيير وابقى رشح نفسك ضمن مرشحين اقوياء مش داخل,ياعم [PERSON_1] انا بحس انك بتغلوش على الجمعية الوطنية للتغيير ياعم طب ساعدهم اتكلم فى نفس الموضوع النقاط السبعة المفروض كل المعارضة تتفق عليها علشان تمثل جبهه قوية امام النظام مش نتكلم فى برنامج حزب الغد غد ايه انت بتضحك على نفسك ولا على الناس اقف جنب الدكتور [PERSON_2] وخاولوا سويا مع المعارضة ان تتفقوا على البيان وتساعدوا فى ان اعضاء احزابكم واهلهم واصحابهم يمضوا على البيان والعدد يزيد ويثبت للنظام انهم فى ناحية والشعب والمعارضة فى ناحية تانية يمكن يختشوا على دمهم مرة ويوافقوا على التغيير وابقى رشح نفسك ضمن مرشحين اقوياء مش داخل,"[{""start"": 5, ""end"": 9, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ايمن"", ""mask_type"": ""PERSON""}, {""start"": 255, ""end"": 268, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""محمد البرادعى"", ""mask_type"": ""PERSON""}]"
test_000400,Public,السؤال الذي يطرح نفسه دائما و ابدا ، هل يا قطر لو كان هؤلاء الصيادين ايرانيين ستستمر ازمتهم حتى اليوم ؟ ؟,السؤال الذي يطرح نفسه دائما و ابدا ، هل يا [LOC_1] لو كان هؤلاء الصيادين ايرانيين ستستمر ازمتهم حتى اليوم ؟ ؟,"[{""start"": 43, ""end"": 46, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""قطر"", ""mask_type"": ""LOC""}]"
test_000402,Public,وأحب أقول أن دفاع اليوم السابع عن الغلابة مثل أبو أنصاف هو وسام على صدر هذة الجريدة فأرجوكم كونوا دائما أنصار الغلابة يكتب لكم المجد ، كونوا ضد الظلم والفساد تكونوا علامة فارقة في تاريخ الصحافة ، لانه ببساطة إحنا يامصريين معظمنا غلابة ونعاني من الفساد ، فأرجوكم كونوا دائما مع عامة المصريين مع الشعب نكن معكم,وأحب أقول أن دفاع [ORG_1] عن الغلابة مثل [PERSON_1] هو وسام على صدر هذة الجريدة فأرجوكم كونوا دائما أنصار الغلابة يكتب لكم المجد ، كونوا ضد الظلم والفساد تكونوا علامة فارقة في تاريخ الصحافة ، لانه ببساطة إحنا يامصريين معظمنا غلابة ونعاني من الفساد ، فأرجوكم كونوا دائما مع عامة المصريين مع الشعب نكن معكم,"[{""start"": 18, ""end"": 30, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""اليوم السابع"", ""mask_type"": ""ORG""}, {""start"": 46, ""end"": 55, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""أبو أنصاف"", ""mask_type"": ""PERSON""}]"
test_000403,Public,الرد 104 جميع الابواب سدت بوجهك . . . الا باب الرحمن هل جربت اكثر من الاستغفار والسعي لطلب الرزق سهل لمن اراد . . . مالفرق بينك وبين من ياتي لبلد الخير والعطاء كم واحد امي لم يذق طعم الماء البارد الا بهذه البلد وتجده افضل حال من غيره المجال مفتوح الاعمال الحرة البسيطه متوفرة لاتقول اين ابحث,الرد [NUM_1] جميع الابواب سدت بوجهك . . . الا باب الرحمن هل جربت اكثر من الاستغفار والسعي لطلب الرزق سهل لمن اراد . . . مالفرق بينك وبين من ياتي لبلد الخير والعطاء كم واحد امي لم يذق طعم الماء البارد الا بهذه البلد وتجده افضل حال من غيره المجال مفتوح الاعمال الحرة البسيطه متوفرة لاتقول اين ابحث,"[{""start"": 5, ""end"": 8, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""104"", ""mask_type"": ""NUM""}]"
test_000404,Public,واللي لزقهم علي قفاهم جيش مصر العظيم غصبا,واللي لزقهم علي قفاهم جيش [LOC_1] العظيم غصبا,"[{""start"": 26, ""end"": 29, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000405,Public,يعطيك العافية يابو جاسم وقواك الله الى,يعطيك العافية يابو [PERSON_1] وقواك الله الى,"[{""start"": 19, ""end"": 23, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""جاسم"", ""mask_type"": ""PERSON""}]"
test_000406,Public,انتم مافيش فى دماغكم غير الحرق والتكسير ولم انت وخدك النخوعه كدا ماتمنع فرنسا اللى هى بتربطع عندكم وبتحكم من النار والحديد النخوعه على المصريين فقط والله انكم شعب متخلف بيحب اللى,انتم مافيش فى دماغكم غير الحرق والتكسير ولم انت وخدك النخوعه كدا ماتمنع [LOC_1] اللى هى بتربطع عندكم وبتحكم من النار والحديد النخوعه على [ORG_1] فقط والله انكم شعب متخلف بيحب اللى,"[{""start"": 72, ""end"": 77, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""فرنسا"", ""mask_type"": ""LOC""}, {""start"": 135, ""end"": 143, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""المصريين"", ""mask_type"": ""ORG""}]"
test_000407,Public,تصدق صاروا يعرفون عن الهلال اكثر من مايعرفون عن فريقهم المخجل ! من كثر مايبحثون بتاريخ الهلال,تصدق صاروا يعرفون عن [ORG_1] اكثر من مايعرفون عن فريقهم المخجل ! من كثر مايبحثون بتاريخ [ORG_1],"[{""start"": 21, ""end"": 27, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}, {""start"": 87, ""end"": 93, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}]"
