id,original_text,masked_text,mask_spans_json
test_000128,ياريت كل واحد يخليه فى نفسه وبلاش كلام كتير مالوش معنى زى كلام الاخت اللى مش عارف مالها دى / وعموما حنان انسانة جميلة والناس بتحبها وتحترمها ومش هايأثر فيها كلام تافه من ناس,ياريت كل واحد يخليه فى نفسه وبلاش كلام كتير مالوش معنى زى كلام الاخت اللى مش عارف مالها دى / وعموما [PERSON_1] انسانة جميلة والناس بتحبها وتحترمها ومش هايأثر فيها كلام تافه من ناس,"[{""start"": 100, ""end"": 104, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حنان"", ""mask_type"": ""PERSON""}]"
test_000129,فيقاروا يستاهل الايقاف والعتيبي يستاهل,[PERSON_1] يستاهل الايقاف و[PERSON_2] يستاهل,"[{""start"": 0, ""end"": 7, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""فيقاروا"", ""mask_type"": ""PERSON""}, {""start"": 24, ""end"": 31, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""العتيبي"", ""mask_type"": ""PERSON""}]"
test_000130,رسالة الي لجنة الانحطاط الصفراء مهما فعلتوا من دعم لفريقكم ابوريالين صدقوني وبأذن الله تعالى الفوز ومن ثم التأهل للنهائي سيكون من نصيب نادي القرن الاسيوي زعيم نصف الارض قمر اسيا الهلال فاقع مرارة جمهور المسيار .,رسالة الي لجنة الانحطاط الصفراء مهما فعلتوا من دعم لفريقكم ابوريالين صدقوني وبأذن الله تعالى الفوز ومن ثم التأهل للنهائي سيكون من نصيب نادي القرن الاسيوي زعيم نصف الارض قمر اسيا [ORG_1] فاقع مرارة جمهور المسيار .,"[{""start"": 178, ""end"": 184, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}]"
test_000131,ده شعار النظام و رجالته اللي هيساندوا جمال بعد كده انما تقولوا ده وزيركم بامارة ايه ده يعرف ايه عن التعليم ده بيفكرني بموجه كان مدرس فاشل بس لما مسك المنصب قعد يطلع شعارات عن اهمية الروتين و الورق علشان يدارى جهله . . . تمام زي الباشا,ده شعار النظام و رجالته اللي هيساندوا [PERSON_1] بعد كده انما تقولوا ده وزيركم بامارة ايه ده يعرف ايه عن التعليم ده بيفكرني بموجه كان مدرس فاشل بس لما مسك المنصب قعد يطلع شعارات عن اهمية الروتين و الورق علشان يدارى جهله . . . تمام زي الباشا,"[{""start"": 38, ""end"": 42, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""جمال"", ""mask_type"": ""PERSON""}]"
test_000132,من العقليات التي أحترمها بصدق سعادة السفير عادل الجبير .,من العقليات التي أحترمها بصدق سعادة السفير [PERSON_1] .,"[{""start"": 43, ""end"": 54, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""عادل الجبير"", ""mask_type"": ""PERSON""}]"
test_000133,تعليق 5 ياشيخ انا ماشفت السلسلة كلها إلا من 4 شهور ولاحظ من متى وهو نازل . . بصراحة فلم تحفة فنية قصة مشوقة ورائعة والتمثيل جدآ متقن والتصوير من اروع مايكون,تعليق [NUM_1] ياشيخ انا ماشفت السلسلة كلها إلا من [NUM_2] شهور ولاحظ من متى وهو نازل . . بصراحة فلم تحفة فنية قصة مشوقة ورائعة والتمثيل جدآ متقن والتصوير من اروع مايكون,"[{""start"": 6, ""end"": 7, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""5"", ""mask_type"": ""NUM""}, {""start"": 44, ""end"": 45, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""4"", ""mask_type"": ""NUM""}]"
test_000134,انا ارى جينما يقولون انه توجد مباراة بين الهلال,انا ارى جينما يقولون انه توجد مباراة بين [ORG_1],"[{""start"": 41, ""end"": 47, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}]"
test_000135,واللاعب وليامز لاعب التطبيقية إلي كان راح يلعب بدل زيد ألخص أو أيمن دعيس أو فضل النجار,واللاعب [PERSON_1] لاعب [ORG_1] إلي كان راح يلعب بدل [PERSON_2] أو [PERSON_3] أو [PERSON_4],"[{""start"": 8, ""end"": 14, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""وليامز"", ""mask_type"": ""PERSON""}, {""start"": 20, ""end"": 29, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""التطبيقية"", ""mask_type"": ""ORG""}, {""start"": 51, ""end"": 59, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""زيد ألخص"", ""mask_type"": ""PERSON""}, {""start"": 63, ""end"": 72, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""أيمن دعيس"", ""mask_type"": ""PERSON""}, {""start"": 76, ""end"": 86, ""placeholder"": ""[PERSON_4]"", ""surface_form"": ""فضل النجار"", ""mask_type"": ""PERSON""}]"
test_000138,2 - زويل والباز لايوجد لديكم مثلهم وعشقون مصر ويفتخرون بها ويحملون الجنسيه المصريه ويقدمون افكارا من اجل خدمة بلدهم فلا تتكلمى عنهم وافتخرى بزيدان الذى القى الجنسيه الجزائريه فى سلة,[NUM_1] - [PERSON_1] و[PERSON_2] لايوجد لديكم مثلهم وعشقون [LOC_1] ويفتخرون بها ويحملون الجنسيه المصريه ويقدمون افكارا من اجل خدمة بلدهم فلا تتكلمى عنهم وافتخرى ب[PERSON_3] الذى القى الجنسيه الجزائريه فى سلة,"[{""start"": 0, ""end"": 1, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""2"", ""mask_type"": ""NUM""}, {""start"": 4, ""end"": 8, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""زويل"", ""mask_type"": ""PERSON""}, {""start"": 10, ""end"": 15, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""الباز"", ""mask_type"": ""PERSON""}, {""start"": 42, ""end"": 45, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}, {""start"": 141, ""end"": 146, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""زيدان"", ""mask_type"": ""PERSON""}]"
test_000139,وزارة التنميه الاجتماعيه بكافة موظفيها يدخنون بالوزاره نهارا جهارا وما حدا معبر حدا ولا معبر قانون وين التطبيق يا,[ORG_1] بكافة موظفيها يدخنون بالوزاره نهارا جهارا وما حدا معبر حدا ولا معبر قانون وين التطبيق يا,"[{""start"": 0, ""end"": 24, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""وزارة التنميه الاجتماعيه"", ""mask_type"": ""ORG""}]"
test_000141,قال الامام تركي رحمه الله . . حطيت الاجرب لي خويا امباري . .,قال الامام [PERSON_1] رحمه الله . . حطيت الاجرب لي خويا امباري . .,"[{""start"": 11, ""end"": 15, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""تركي"", ""mask_type"": ""PERSON""}]"
test_000143,لما الحكام يلغو جونين لانبى ويخلو الاهلى يكسب,لما الحكام يلغو جونين ل[ORG_1] ويخلو [ORG_2] يكسب,"[{""start"": 23, ""end"": 27, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""انبى"", ""mask_type"": ""ORG""}, {""start"": 34, ""end"": 40, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الاهلى"", ""mask_type"": ""ORG""}]"
test_000145,تراني ما اقصد الهلال والشباب اقصد بختاكوع وذوب,تراني ما اقصد [ORG_1] و[ORG_2] اقصد بختاكوع وذوب,"[{""start"": 14, ""end"": 20, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}, {""start"": 22, ""end"": 28, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الشباب"", ""mask_type"": ""ORG""}]"
test_000146,ذاك الفريق إللي أكل خمسه,ذاك الفريق إللي أكل [NUM_1],"[{""start"": 20, ""end"": 24, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""خمسه"", ""mask_type"": ""NUM""}]"
test_000150,مرة اخرى أتوجه الى حكومتنا الموقرة واسألها متى كانت اخر مرة طبقتم فيها حكم الاعدام ؟ ! وأين ؟ ! أنا اذكر في الزمانات انه الاعدام كان يتم امام ساحة المسجد الحسيني واذكر مرة زمان أني رأيت احدى الصحف نشرت صورة شخص بعد إعدامه وهو لا يزال معلقاً بالحبل !,مرة اخرى أتوجه الى حكومتنا الموقرة واسألها متى كانت اخر مرة طبقتم فيها حكم الاعدام ؟ ! وأين ؟ ! أنا اذكر في الزمانات انه الاعدام كان يتم امام ساحة [LOC_1] واذكر مرة زمان أني رأيت احدى الصحف نشرت صورة شخص بعد إعدامه وهو لا يزال معلقاً بالحبل !,"[{""start"": 147, ""end"": 161, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""المسجد الحسيني"", ""mask_type"": ""LOC""}]"
test_000151,واشياء كثيره حاربنا فيها كمال الشاذلى اما فيما يخص ان منوف بلد الرئاسه ابناء منوف اقل المحافظات على مستوى الجمهوريه فى الخدمات ولا توجد اى ميزه تتميز بها المحافظه عن باقى المحافظات واخيرا لكل ظالم,واشياء كثيره حاربنا فيها [PERSON_1] اما فيما يخص ان [LOC_1] بلد الرئاسه ابناء [LOC_1] اقل المحافظات على مستوى الجمهوريه فى الخدمات ولا توجد اى ميزه تتميز بها المحافظه عن باقى المحافظات واخيرا لكل ظالم,"[{""start"": 25, ""end"": 37, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""كمال الشاذلى"", ""mask_type"": ""PERSON""}, {""start"": 54, ""end"": 58, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""منوف"", ""mask_type"": ""LOC""}, {""start"": 77, ""end"": 81, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""منوف"", ""mask_type"": ""LOC""}]"
test_000152,والبقعة والعربي تلاتات في تلاتات !,وال[ORG_1] و[ORG_2] تلاتات في تلاتات !,"[{""start"": 3, ""end"": 7, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""بقعة"", ""mask_type"": ""ORG""}, {""start"": 9, ""end"": 15, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""العربي"", ""mask_type"": ""ORG""}]"
test_000153,آمل تفعيل المميزات مثل التأمين الصحي وبدل السكن لأقرارها بسرعة بعد منح الهيئة من الشورى الأستقلالية لتفعيلها لصالح الموظف . .,آمل تفعيل المميزات مثل التأمين الصحي وبدل السكن لأقرارها بسرعة بعد منح الهيئة من [ORG_1] الأستقلالية لتفعيلها لصالح الموظف . .,"[{""start"": 81, ""end"": 87, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الشورى"", ""mask_type"": ""ORG""}]"
test_000156,تكفون لايروح راعي المنشطات فهو نجم النصر,تكفون لايروح راعي المنشطات فهو نجم [ORG_1],"[{""start"": 35, ""end"": 40, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""النصر"", ""mask_type"": ""ORG""}]"
test_000157,الى الامام للملكية الاردنية ، الواحد ما بعرف غيرك الا لما يجرب غيرك . افضل طيران على الاطلاق دون,الى الامام ل[ORG_1] ، الواحد ما بعرف غيرك الا لما يجرب غيرك . افضل طيران على الاطلاق دون,"[{""start"": 12, ""end"": 27, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""لملكية الاردنية"", ""mask_type"": ""ORG""}]"
test_000159,بالله عليك يالذياب فيه سروال لونه أصفر وأسود وإلا حاجة في نفسك,بالله عليك يال[PERSON_1] فيه سروال لونه أصفر وأسود وإلا حاجة في نفسك,"[{""start"": 14, ""end"": 18, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ذياب"", ""mask_type"": ""PERSON""}]"
test_000162,الى صاحب التعليق رقم 21 لو كان زى مابتقول انه محصلش شى فى ام درمان ممكن,الى صاحب التعليق رقم [NUM_1] لو كان زى مابتقول انه محصلش شى فى [LOC_1] ممكن,"[{""start"": 21, ""end"": 23, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""21"", ""mask_type"": ""NUM""}, {""start"": 58, ""end"": 66, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""ام درمان"", ""mask_type"": ""LOC""}]"
test_000167,"اشكر الكاتب سعيد معيض على جهوده الملموسه لإبراز المثقفين والقياديين و , , , من ابناء","اشكر الكاتب [PERSON_1] [PERSON_2] على جهوده الملموسه لإبراز المثقفين والقياديين و , , , من ابناء","[{""start"": 12, ""end"": 16, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سعيد"", ""mask_type"": ""PERSON""}, {""start"": 17, ""end"": 21, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""معيض"", ""mask_type"": ""PERSON""}]"
test_000168,"يعني 700 الف دينار كان جابوا فيهم كم لعبة جديدة بدل الالعاب القديمة مش احسن , والله بالخليج في العاب ضخمة وقوية وبتمنى انو يصير في زيها عنا","يعني [NUM_1] دينار كان جابوا فيهم كم لعبة جديدة بدل الالعاب القديمة مش احسن , والله بالخليج في العاب ضخمة وقوية وبتمنى انو يصير في زيها عنا","[{""start"": 5, ""end"": 12, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""700 الف"", ""mask_type"": ""NUM""}]"
test_000170,بصراحه وبدزن مقدمات ابقاء على فكره الصوت الواحد هو ترسيخ لمفهوم هو فوز فئه قليله جدا فمثلا عمان التي يعادل سكانها سكات باقي مدن المملكه التي تمثل لثقل للاحزاب لا تحظى بنصيب الاسد من المقاعد لخوف الحكومه من وصول الاحزاب بكثره الى البرلمان لكي يصل النواب المحسوبين على,بصراحه وبدزن مقدمات ابقاء على فكره الصوت الواحد هو ترسيخ لمفهوم هو فوز فئه قليله جدا فمثلا [LOC_1] التي يعادل سكانها سكات باقي مدن المملكه التي تمثل لثقل للاحزاب لا تحظى بنصيب الاسد من المقاعد لخوف الحكومه من وصول الاحزاب بكثره الى البرلمان لكي يصل النواب المحسوبين على,"[{""start"": 91, ""end"": 95, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""عمان"", ""mask_type"": ""LOC""}]"
test_000171,ماعليك منهم ياسامي الهلال بيفوز انشالله للمرة الثانية وبيتأهل للنهائي وبيفوز انشالله وانت مرتاح فوق تتفرج على الابداع وخلهم يحلمون قال ايش لجنة,ماعليك منهم يا[PERSON_1] [ORG_1] بيفوز انشالله للمرة الثانية وبيتأهل للنهائي وبيفوز انشالله وانت مرتاح فوق تتفرج على الابداع وخلهم يحلمون قال ايش لجنة,"[{""start"": 14, ""end"": 18, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سامي"", ""mask_type"": ""PERSON""}, {""start"": 19, ""end"": 25, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الهلال"", ""mask_type"": ""ORG""}]"
test_000172,الى صاحب التعليق رقم 4 شركة ثرى واى عملت معايا نفس او شبة كلامك فانا عميل للشركة فى فرعها فى اسيوط وباعتلى من غير ما اعرف ونصبت عليا وانا حاليا فى المحاكم واشتكيت الشركة فى الهيئة العامة لسوق المال والهيئة جاملت الشركة وسمعت ان صاحب الشركة سايغ وبيبعت هدايا دهب للموظفين هناك فكرت انى انا بس الى منصوب عليا بس من الشركة دى ارجو التواصل معى يا صاحب التعليق رقم 4 للتنسيق سويا فى استرداد,الى صاحب التعليق رقم [NUM_1] شركة [ORG_1] عملت معايا نفس او شبة كلامك فانا عميل للشركة فى فرعها فى [LOC_1] وباعتلى من غير ما اعرف ونصبت عليا وانا حاليا فى المحاكم واشتكيت الشركة فى [ORG_2] والهيئة جاملت الشركة وسمعت ان صاحب الشركة سايغ وبيبعت هدايا دهب للموظفين هناك فكرت انى انا بس الى منصوب عليا بس من الشركة دى ارجو التواصل معى يا صاحب التعليق رقم [NUM_1] للتنسيق سويا فى استرداد,"[{""start"": 21, ""end"": 22, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""4"", ""mask_type"": ""NUM""}, {""start"": 28, ""end"": 35, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""ثرى واى"", ""mask_type"": ""ORG""}, {""start"": 93, ""end"": 98, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اسيوط"", ""mask_type"": ""LOC""}, {""start"": 173, ""end"": 197, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الهيئة العامة لسوق المال"", ""mask_type"": ""ORG""}, {""start"": 360, ""end"": 361, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""4"", ""mask_type"": ""NUM""}]"
test_000173,اى والله افيقوا يا رجالات مصر ، الشعب المصرى ينتظر منكم الحمايه والدفاع عنه امام شلة,اى والله افيقوا يا رجالات [LOC_1] ، الشعب المصرى ينتظر منكم الحمايه والدفاع عنه امام شلة,"[{""start"": 26, ""end"": 29, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000177,نرجو من الاخ رامي عدم المغالطه لان الاستشاريه جواهر المطيري هي من شخص الحاله وقامت باستدعاء دكتور رضوان طه و كان دور الدكتور محسن مجرد مساعد لها فقط ويشهد على ذلك جميع من كان موجود من طاقم التخدير وطاقم النساء و التوليد,نرجو من الاخ [PERSON_1] عدم المغالطه لان الاستشاريه [PERSON_2] هي من شخص الحاله وقامت باستدعاء دكتور [PERSON_3] و كان دور الدكتور [PERSON_4] مجرد مساعد لها فقط ويشهد على ذلك جميع من كان موجود من طاقم التخدير وطاقم النساء و التوليد,"[{""start"": 13, ""end"": 17, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رامي"", ""mask_type"": ""PERSON""}, {""start"": 46, ""end"": 59, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""جواهر المطيري"", ""mask_type"": ""PERSON""}, {""start"": 98, ""end"": 106, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""رضوان طه"", ""mask_type"": ""PERSON""}, {""start"": 125, ""end"": 129, ""placeholder"": ""[PERSON_4]"", ""surface_form"": ""محسن"", ""mask_type"": ""PERSON""}]"
test_000179,التونسيين والسائحين وخاصة اصحاب السيارات والكرفنات وهى اضافة كبير لمصر والباقى مفهوم . . . . . وشكرا سيادة,التونسيين والسائحين وخاصة اصحاب السيارات والكرفنات وهى اضافة كبير ل[LOC_1] والباقى مفهوم . . . . . وشكرا سيادة,"[{""start"": 67, ""end"": 70, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000180,مين حكالك انه لولا الالمان كان لساتنا عالحمير ويعني اذا الالمان عملو شي غلط واحنا عارفيين انه غلط يعني نرد عليهم لا والله هاد اللي ناقص ع اخر,مين حكالك انه لولا [LOC_1] كان لساتنا عالحمير ويعني اذا [LOC_1] عملو شي غلط واحنا عارفيين انه غلط يعني نرد عليهم لا والله هاد اللي ناقص ع اخر,"[{""start"": 19, ""end"": 26, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الالمان"", ""mask_type"": ""LOC""}, {""start"": 56, ""end"": 63, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الالمان"", ""mask_type"": ""LOC""}]"
test_000181,وسرقوا الخدمه وحولها خبره . . وسفطوا الحقوق الاداريه والتقاعديه والماليه . . ولم ينصفوا كل مظلوم كان على بند 105,وسرقوا الخدمه وحولها خبره . . وسفطوا الحقوق الاداريه والتقاعديه والماليه . . ولم ينصفوا كل مظلوم كان على بند [NUM_1],"[{""start"": 109, ""end"": 112, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""105"", ""mask_type"": ""NUM""}]"
test_000184,ارحمونا بالمسمات التي كلها مجاملات اشتغلوا صح مرة علي شان خاطر مصر الدولة الغلبانة بالقوي ولادة تايهين حرام ووفروا فلوسناللاجيال وبلاش تقليد الغرب غلط دول بتوع دراسات,ارحمونا بالمسمات التي كلها مجاملات اشتغلوا صح مرة علي شان خاطر [LOC_1] الدولة الغلبانة بالقوي ولادة تايهين حرام ووفروا فلوسناللاجيال وبلاش تقليد [LOC_2] غلط دول بتوع دراسات,"[{""start"": 63, ""end"": 66, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}, {""start"": 141, ""end"": 146, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""الغرب"", ""mask_type"": ""LOC""}]"
test_000187,اسمه يزلزل العظماء صوته يرهب الاقوياء الموت في لقائه محتوم والهزيمة امامه اكيدة وهزيمته مستحيلة هل عرفتم من يكون ؟ ؟ ؟ انهم راقصين التانجو برزيل باي بااي استنو الاربعة,اسمه يزلزل العظماء صوته يرهب الاقوياء الموت في لقائه محتوم والهزيمة امامه اكيدة وهزيمته مستحيلة هل عرفتم من يكون ؟ ؟ ؟ انهم راقصين التانجو [LOC_1] باي بااي استنو الاربعة,"[{""start"": 139, ""end"": 144, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""برزيل"", ""mask_type"": ""LOC""}]"
test_000190,طبعا يروحو لصاحب القداسه والله لو راحو الازهر لطردوهم لكن قداسته له,طبعا يروحو لصاحب القداسه والله لو راحو [ORG_1] لطردوهم لكن قداسته له,"[{""start"": 39, ""end"": 45, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الازهر"", ""mask_type"": ""ORG""}]"
test_000191,يعني لما يكون راتب مدير 3500 دينار وسيارة ثمنها 30000 دينار وبنزين 250 شهري وسيارة مستاجرة باص اله بكلف 600 دينا وتلفون 100 دينار يعني ما مجموعه الكر من خمس الاف يعني راتبه وتوابعه عن 20 موظف خافوا الله يا,يعني لما يكون راتب مدير [NUM_1] دينار وسيارة ثمنها [NUM_2] دينار وبنزين [NUM_3] شهري وسيارة مستاجرة باص اله بكلف [NUM_4] دينا وتلفون [NUM_5] دينار يعني ما مجموعه الكر من [NUM_6] الاف يعني راتبه وتوابعه عن [NUM_7] موظف خافوا الله يا,"[{""start"": 24, ""end"": 28, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""3500"", ""mask_type"": ""NUM""}, {""start"": 48, ""end"": 53, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""30000"", ""mask_type"": ""NUM""}, {""start"": 67, ""end"": 70, ""placeholder"": ""[NUM_3]"", ""surface_form"": ""250"", ""mask_type"": ""NUM""}, {""start"": 104, ""end"": 107, ""placeholder"": ""[NUM_4]"", ""surface_form"": ""600"", ""mask_type"": ""NUM""}, {""start"": 120, ""end"": 123, ""placeholder"": ""[NUM_5]"", ""surface_form"": ""100"", ""mask_type"": ""NUM""}, {""start"": 153, ""end"": 156, ""placeholder"": ""[NUM_6]"", ""surface_form"": ""خمس"", ""mask_type"": ""NUM""}, {""start"": 184, ""end"": 186, ""placeholder"": ""[NUM_7]"", ""surface_form"": ""20"", ""mask_type"": ""NUM""}]"
test_000192,والله احنا في زمن الباطل و الفساد وخلاص تعبنا و قرفنا ولانجد غير الله نتجه اليه وحسبنا الله و نعمة الوكيل اين حقنا نحن في خمس نقط 3 انبي اهدت للاهلي و نقطتين بالامس وطول عمرنا كده حرام والله لنا الله المنتقم الجبار ان شاء الله النهاية للظلم والفساد قربت,والله احنا في زمن الباطل و الفساد وخلاص تعبنا و قرفنا ولانجد غير الله نتجه اليه وحسبنا الله و نعمة الوكيل اين حقنا نحن في خمس نقط [NUM_1] [ORG_1] اهدت ل[ORG_2] و نقطتين بالامس وطول عمرنا كده حرام والله لنا الله المنتقم الجبار ان شاء الله النهاية للظلم والفساد قربت,"[{""start"": 130, ""end"": 131, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""3"", ""mask_type"": ""NUM""}, {""start"": 132, ""end"": 136, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""انبي"", ""mask_type"": ""ORG""}, {""start"": 143, ""end"": 148, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""لاهلي"", ""mask_type"": ""ORG""}]"
test_000193,ملاحظة جديرة بالإهتمام و عقبال لك مصر لما تقوم و تنادي يا أحنا يا هموا في الدنيا,ملاحظة جديرة بالإهتمام و عقبال لك [LOC_1] لما تقوم و تنادي يا أحنا يا هموا في الدنيا,"[{""start"": 34, ""end"": 37, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""مصر"", ""mask_type"": ""LOC""}]"
test_000195,رادوي اخذ كرت وتوقف يوم مبارتنا مع النصر عصرآ .,[PERSON_1] اخذ كرت وتوقف يوم مبارتنا مع [ORG_1] عصرآ .,"[{""start"": 0, ""end"": 5, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""رادوي"", ""mask_type"": ""PERSON""}, {""start"": 35, ""end"": 40, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""النصر"", ""mask_type"": ""ORG""}]"
test_000196,وقد ظن أن مهاجمة الزمالك سترضى الأهلى فهاجم حسام,وقد ظن أن مهاجمة [ORG_1] سترضى [ORG_2] فهاجم [PERSON_1],"[{""start"": 17, ""end"": 24, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الزمالك"", ""mask_type"": ""ORG""}, {""start"": 31, ""end"": 37, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الأهلى"", ""mask_type"": ""ORG""}, {""start"": 44, ""end"": 48, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حسام"", ""mask_type"": ""PERSON""}]"
test_000197,واستغرب كيف يفكر هالتفكير هذا وهو اكبر مني تقريبا ب 35 سنة,واستغرب كيف يفكر هالتفكير هذا وهو اكبر مني تقريبا ب [NUM_1] سنة,"[{""start"": 52, ""end"": 54, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""35"", ""mask_type"": ""NUM""}]"
test_000201,ولكن ان كانت اقل من 21 عام يبقي فية تقصير من النيابة في عمل,ولكن ان كانت اقل من [NUM_1] عام يبقي فية تقصير من النيابة في عمل,"[{""start"": 20, ""end"": 22, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""21"", ""mask_type"": ""NUM""}]"
test_000202,ادن اتحاد شمال افريقيا عنده الحق في معاقبته 5 سنوات والافعال الدي قام بها في بجاية ضد الحكم و البزق عليه,ادن [ORG_1] عنده الحق في معاقبته [NUM_1] سنوات والافعال الدي قام بها في [LOC_1] ضد الحكم و البزق عليه,"[{""start"": 4, ""end"": 22, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""اتحاد شمال افريقيا"", ""mask_type"": ""ORG""}, {""start"": 44, ""end"": 45, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""5"", ""mask_type"": ""NUM""}, {""start"": 77, ""end"": 82, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""بجاية"", ""mask_type"": ""LOC""}]"
test_000204,"ان ما عجبك اخليعه بالثلاث , , لازم قتل ؟ ؟","ان ما عجبك اخليعه بال[NUM_1] , , لازم قتل ؟ ؟","[{""start"": 21, ""end"": 25, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""ثلاث"", ""mask_type"": ""NUM""}]"
test_000207,الله يحفظ حكومتنآ الرشيده والدكتور عبدالله الربيعه ويجزآه خير .,الله يحفظ حكومتنآ الرشيده والدكتور [PERSON_1] ويجزآه خير .,"[{""start"": 35, ""end"": 50, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""عبدالله الربيعه"", ""mask_type"": ""PERSON""}]"
test_000212,يسعد رب الكرك واهلها لانهم زلم ولاد,يسعد رب [LOC_1] واهلها لانهم زلم ولاد,"[{""start"": 8, ""end"": 13, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الكرك"", ""mask_type"": ""LOC""}]"
